"bin","tree_id","tree_in_bin","prop1","k","mean_mast","mean_coph","mean_preserved_cherries"
"30-35%",214,19,0.34375,7,24,0.314322995333704,0.666666666666667
"30-35%",214,19,0.34375,8,22.2666666666667,0.246232548192583,0.533333333333333
"30-35%",214,19,0.34375,9,20.4666666666667,0.188765681906032,0.4
"30-35%",214,19,0.34375,10,20.6,0.136894631393249,0.533333333333333
"30-35%",214,19,0.34375,11,18.6666666666667,0.0941821466017997,0.2
"30-35%",214,19,0.34375,12,18.4666666666667,0.0586491544654775,0.2
"30-35%",214,19,0.34375,13,16.5333333333333,0.034308421044142,0.0666666666666667
"30-35%",214,19,0.34375,14,16.7333333333333,0.0130745426778633,0.133333333333333
"30-35%",214,19,0.34375,15,16.6,0.00300489537158871,0.333333333333333
"30-35%",214,19,0.34375,16,16.7333333333333,-0.002229715679008,0.466666666666667
"30-35%",214,19,0.34375,17,17.0666666666667,0.00116393223528287,0.4
"30-35%",214,19,0.34375,18,17.1333333333333,0.0140932764076772,0.4
"30-35%",214,19,0.34375,19,17.6666666666667,0.033192518653587,0.266666666666667
"30-35%",214,19,0.34375,20,18.0666666666667,0.0600127240138585,0.266666666666667
"30-35%",214,19,0.34375,21,19.1333333333333,0.0944548179130875,0.4
"30-35%",214,19,0.34375,22,20.7333333333333,0.136124635879723,0.4
"30-35%",214,19,0.34375,23,19.9333333333333,0.189868133084156,0.466666666666667
"30-35%",214,19,0.34375,24,21.8666666666667,0.247351612737576,0.733333333333333
"30-35%",214,19,0.34375,25,23.4666666666667,0.314054495967872,0.8
"30-35%",214,19,0.34375,26,25.5333333333333,0.38830093959,0.6
"30-35%",214,19,0.34375,27,25.9333333333333,0.470250823140872,0.933333333333333
"30-35%",214,19,0.34375,28,27.6666666666667,0.560401043192705,0.933333333333333
"30-35%",214,19,0.34375,29,28.8,0.659209776906726,1.53333333333333
"30-35%",214,19,0.34375,30,29.8,0.764834604341368,1.6
"30-35%",214,19,0.34375,31,30.8,0.878580769071208,1.73333333333333
"30-35%",214,19,0.34375,32,32,1,2
"30-35%",218,20,0.3125,1,31,0.877793334740904,1.53333333333333
"30-35%",218,20,0.3125,2,29.8666666666667,0.764251927004343,0.866666666666667
"30-35%",218,20,0.3125,3,28.8666666666667,0.656513129526601,0.866666666666667
"30-35%",218,20,0.3125,4,27.7333333333333,0.559538846118977,0.866666666666667
"30-35%",218,20,0.3125,5,26.7333333333333,0.470548320450004,0.733333333333333
"30-35%",218,20,0.3125,6,25.5333333333333,0.383164942630387,0.533333333333333
"30-35%",218,20,0.3125,7,24,0.312144110057687,0.6
"30-35%",218,20,0.3125,8,22.5333333333333,0.2466039408086,0.533333333333333
"30-35%",218,20,0.3125,9,21.6,0.184055342759159,0.533333333333333
"30-35%",218,20,0.3125,10,20.8,0.133120510153846,0.666666666666667
"30-35%",218,20,0.3125,11,19.3333333333333,0.0934557313305328,0.6
"30-35%",218,20,0.3125,12,16.6666666666667,0.0563045893587239,0.266666666666667
"30-35%",218,20,0.3125,13,16.0666666666667,0.029365008485239,0.133333333333333
"30-35%",218,20,0.3125,14,15.0666666666667,0.0126789369078452,0.266666666666667
"30-35%",218,20,0.3125,15,15.3333333333333,0.00220379088958255,0.133333333333333
"30-35%",218,20,0.3125,16,15.2666666666667,-0.0050486214128799,0.266666666666667
"30-35%",218,20,0.3125,17,15.6,-0.00224465597078692,0.4
"30-35%",218,20,0.3125,18,15.9333333333333,0.0111542169960982,0.4
"30-35%",218,20,0.3125,19,17.2,0.0314248971493611,0.4
"30-35%",218,20,0.3125,20,17.8666666666667,0.0600652804774794,0.2
"30-35%",218,20,0.3125,21,17.2666666666667,0.0946084658777812,0.266666666666667
"30-35%",218,20,0.3125,22,20.2,0.134621999382944,0.533333333333333
"30-35%",218,20,0.3125,23,21,0.186986542680457,0.466666666666667
"30-35%",218,20,0.3125,24,23.6666666666667,0.243032708972592,0.666666666666667
"30-35%",218,20,0.3125,25,24.0666666666667,0.312196326204355,0.666666666666667
"30-35%",218,20,0.3125,26,23.9333333333333,0.385747354168956,0.6
"30-35%",218,20,0.3125,27,26.8,0.467860286668078,0.8
"30-35%",218,20,0.3125,28,27.8,0.558814168217636,0.866666666666667
"30-35%",218,20,0.3125,29,28.8666666666667,0.657100246757698,1
"30-35%",218,20,0.3125,30,29.9333333333333,0.763392041295152,1.13333333333333
"30-35%",218,20,0.3125,31,31,0.877619669531912,1.33333333333333
"30-35%",218,20,0.3125,32,32,1,2
"35-40%",3,1,0.375,1,30.6666666666667,0.878935401929042,1.66666666666667
"35-40%",3,1,0.375,2,29.8666666666667,0.765236724794791,1.4
"35-40%",3,1,0.375,3,28.6666666666667,0.660074944721709,1.33333333333333
"35-40%",3,1,0.375,4,27,0.562430928506935,1.06666666666667
"35-40%",3,1,0.375,5,26.7333333333333,0.472339490233278,1.26666666666667
"35-40%",3,1,0.375,6,24.2666666666667,0.390142008107944,0.733333333333333
"35-40%",3,1,0.375,7,23.5333333333333,0.315155045568385,0.8
"35-40%",3,1,0.375,8,22.4666666666667,0.248373407123954,0.466666666666667
"35-40%",3,1,0.375,9,20.4666666666667,0.19034678918333,0.4
"35-40%",3,1,0.375,10,20,0.13841599340321,0.4
"35-40%",3,1,0.375,11,19.7333333333333,0.0958846206181758,0.6
"35-40%",3,1,0.375,12,18.2666666666667,0.060740323469384,0.333333333333333
"35-40%",3,1,0.375,13,17.7333333333333,0.0335868237696935,0.333333333333333
"35-40%",3,1,0.375,14,18.1333333333333,0.0135146334649698,0.266666666666667
"35-40%",3,1,0.375,15,17.4,0.00210274914809728,0.0666666666666667
"35-40%",3,1,0.375,16,17.2,-0.00131109327052742,0.266666666666667
"35-40%",3,1,0.375,17,16.9333333333333,0.00262524075135431,0.2
"35-40%",3,1,0.375,18,17.4666666666667,0.0137103114955068,0.333333333333333
"35-40%",3,1,0.375,19,17.6666666666667,0.0338239604706588,0.466666666666667
"35-40%",3,1,0.375,20,18.3333333333333,0.0613002537711821,0.4
"35-40%",3,1,0.375,21,18.6666666666667,0.0955049139520888,0.4
"35-40%",3,1,0.375,22,18.6666666666667,0.139159912012161,0.2
"35-40%",3,1,0.375,23,20,0.190382978045434,0.533333333333333
"35-40%",3,1,0.375,24,21.5333333333333,0.247153456584412,0.666666666666667
"35-40%",3,1,0.375,25,24.6666666666667,0.315027623191704,0.866666666666667
"35-40%",3,1,0.375,26,23.7333333333333,0.389035011115123,0.8
"35-40%",3,1,0.375,27,25.9333333333333,0.472412137444668,1.06666666666667
"35-40%",3,1,0.375,28,27.8,0.561336164166646,1.26666666666667
"35-40%",3,1,0.375,29,28.8666666666667,0.659991790525898,1.4
"35-40%",3,1,0.375,30,29.9333333333333,0.765503300130204,1.6
"35-40%",3,1,0.375,31,30.9333333333333,0.878935401929042,1.73333333333333
"35-40%",3,1,0.375,32,32,1,2
"35-40%",4,2,0.375,1,31,0.878883963760896,1.4
"35-40%",4,2,0.375,2,29.8,0.765564196069036,1.06666666666667
"35-40%",4,2,0.375,3,28.7333333333333,0.65983522028912,0.866666666666667
"35-40%",4,2,0.375,4,27.0666666666667,0.562025956505902,0.8
"35-40%",4,2,0.375,5,26.8,0.47196684432756,0.8
"35-40%",4,2,0.375,6,22.8,0.388902360078409,0.6
"35-40%",4,2,0.375,7,22.4666666666667,0.315145265306535,0.4
"35-40%",4,2,0.375,8,18.0666666666667,0.249312388894622,0.266666666666667
"35-40%",4,2,0.375,9,21.4666666666667,0.190014748660029,0.533333333333333
"35-40%",4,2,0.375,10,17.8,0.139415572815587,0.466666666666667
"35-40%",4,2,0.375,11,19.5333333333333,0.0955716860800663,0.466666666666667
"35-40%",4,2,0.375,12,17.8666666666667,0.0604368478527356,0.2
"35-40%",4,2,0.375,13,16.6,0.0316869274717757,0.133333333333333
"35-40%",4,2,0.375,14,14.9333333333333,0.013323145944014,0.0666666666666667
"35-40%",4,2,0.375,15,15.4,0.000909006530292037,0.466666666666667
"35-40%",4,2,0.375,16,15.1333333333333,-0.00150729151772414,0.133333333333333
"35-40%",4,2,0.375,17,15.5333333333333,0.00288694305676463,0.466666666666667
"35-40%",4,2,0.375,18,14.6666666666667,0.0139031958529897,0.133333333333333
"35-40%",4,2,0.375,19,16.7333333333333,0.0330861582729077,0.2
"35-40%",4,2,0.375,20,16.2666666666667,0.0611117237367323,0.4
"35-40%",4,2,0.375,21,18.7333333333333,0.0963732582456888,0.266666666666667
"35-40%",4,2,0.375,22,18.6666666666667,0.13893020807588,0.333333333333333
"35-40%",4,2,0.375,23,22.6666666666667,0.188343488356677,0.666666666666667
"35-40%",4,2,0.375,24,21.1333333333333,0.248507814129284,0.6
"35-40%",4,2,0.375,25,23.4666666666667,0.315037403453554,0.733333333333333
"35-40%",4,2,0.375,26,23.7333333333333,0.389307390905671,0.6
"35-40%",4,2,0.375,27,24.4666666666667,0.47181695984338,0.6
"35-40%",4,2,0.375,28,27.4,0.56190094897735,0.533333333333333
"35-40%",4,2,0.375,29,28.9333333333333,0.659236566042516,1.13333333333333
"35-40%",4,2,0.375,30,29.9333333333333,0.76546193342799,1.26666666666667
"35-40%",4,2,0.375,31,31,0.878901109816945,1.4
"35-40%",4,2,0.375,32,32,1,2
"35-40%",14,3,0.375,1,30.9333333333333,0.878849671648799,0.8
"35-40%",14,3,0.375,2,29.9333333333333,0.765503300130204,0.4
"35-40%",14,3,0.375,3,29,0.659782264379672,0.333333333333333
"35-40%",14,3,0.375,4,26.4666666666667,0.562022253412555,0
"35-40%",14,3,0.375,5,27,0.471391090907454,0
"35-40%",14,3,0.375,6,22.4,0.389895631938763,0
"35-40%",14,3,0.375,7,23.6,0.316195634802153,0
"35-40%",14,3,0.375,8,21.4,0.249621940871288,0
"35-40%",14,3,0.375,9,21.7333333333333,0.189825891277649,0
"35-40%",14,3,0.375,10,19.3333333333333,0.138160332599783,0
"35-40%",14,3,0.375,11,16.5333333333333,0.0964998271343844,0
"35-40%",14,3,0.375,12,18.6666666666667,0.0602799892439633,0
"35-40%",14,3,0.375,13,18.2666666666667,0.0337053823499064,0
"35-40%",14,3,0.375,14,15.8666666666667,0.0142273601780047,0
"35-40%",14,3,0.375,15,16.2666666666667,0.00249484610243096,0
"35-40%",14,3,0.375,16,16,-0.0006528758762968,0
"35-40%",14,3,0.375,17,16.1333333333333,0.00104904006418112,0
"35-40%",14,3,0.375,18,16.1333333333333,0.0144230382085418,0
"35-40%",14,3,0.375,19,15.4666666666667,0.0331889047678499,0
"35-40%",14,3,0.375,20,16.7333333333333,0.0612210095173799,0
"35-40%",14,3,0.375,21,17.5333333333333,0.0966087580958103,0
"35-40%",14,3,0.375,22,19.7333333333333,0.138994300876256,0
"35-40%",14,3,0.375,23,19.4,0.189015316606596,0
"35-40%",14,3,0.375,24,22.0666666666667,0.248210459908089,0
"35-40%",14,3,0.375,25,24.4,0.315037403453554,0
"35-40%",14,3,0.375,26,23.8666666666667,0.389576427589279,0
"35-40%",14,3,0.375,27,25.4666666666667,0.472320295778064,0
"35-40%",14,3,0.375,28,28,0.561208979834172,0
"35-40%",14,3,0.375,29,28.8666666666667,0.660243550604897,0.133333333333333
"35-40%",14,3,0.375,30,29.9333333333333,0.765748038000022,0.533333333333333
"35-40%",14,3,0.375,31,30.8666666666667,0.878883963760896,0.8
"35-40%",14,3,0.375,32,32,1,2
"35-40%",42,4,0.375,1,30.9333333333333,0.878866817704848,1.6
"35-40%",42,4,0.375,2,29.7333333333333,0.765257408145898,1.33333333333333
"35-40%",42,4,0.375,3,28.6,0.660178559049038,1
"35-40%",42,4,0.375,4,27,0.561827635321763,0.866666666666667
"35-40%",42,4,0.375,5,26.7333333333333,0.471613852328991,0.866666666666667
"35-40%",42,4,0.375,6,25.1333333333333,0.388516255155395,0.933333333333333
"35-40%",42,4,0.375,7,22.6666666666667,0.315201983979485,0.6
"35-40%",42,4,0.375,8,20,0.248595091922813,0.466666666666667
"35-40%",42,4,0.375,9,20.4,0.190556086578163,0.4
"35-40%",42,4,0.375,10,19.7333333333333,0.139288097612912,0.4
"35-40%",42,4,0.375,11,19.0666666666667,0.0954274792641008,0.6
"35-40%",42,4,0.375,12,16.6,0.0605332492237467,0.266666666666667
"35-40%",42,4,0.375,13,17.5333333333333,0.031568388258974,0.266666666666667
"35-40%",42,4,0.375,14,15.8,0.0141636447822234,0.333333333333333
"35-40%",42,4,0.375,15,15.8666666666667,0.00197144149161032,0.333333333333333
"35-40%",42,4,0.375,16,15.4,-0.000979553446093544,0.0666666666666667
"35-40%",42,4,0.375,17,15.7333333333333,0.00275563540027766,0.2
"35-40%",42,4,0.375,18,15.9333333333333,0.0144205858690994,0.2
"35-40%",42,4,0.375,19,17.1333333333333,0.0336948410751447,0.2
"35-40%",42,4,0.375,20,17.2,0.0612210095173799,0.266666666666667
"35-40%",42,4,0.375,21,18.4,0.0956806170414921,0.266666666666667
"35-40%",42,4,0.375,22,19.8666666666667,0.139259958078025,0.333333333333333
"35-40%",42,4,0.375,23,22.1333333333333,0.189457661892245,0.666666666666667
"35-40%",42,4,0.375,24,20.9333333333333,0.248439186101732,0.533333333333333
"35-40%",42,4,0.375,25,23.3333333333333,0.314802119223892,0.533333333333333
"35-40%",42,4,0.375,26,23.6,0.390266115980964,0.6
"35-40%",42,4,0.375,27,25.8666666666667,0.472542827473634,0.733333333333333
"35-40%",42,4,0.375,28,27.8666666666667,0.56146334849912,1.2
"35-40%",42,4,0.375,29,28.6,0.659809891080179,1.13333333333333
"35-40%",42,4,0.375,30,30,0.765278091497005,1.46666666666667
"35-40%",42,4,0.375,31,30.8666666666667,0.878866817704848,1.6
"35-40%",42,4,0.375,32,32,1,2
"35-40%",50,5,0.375,1,31,0.878883963760896,1.46666666666667
"35-40%",50,5,0.375,2,30,0.76560556277125,1.13333333333333
"35-40%",50,5,0.375,3,28.8666666666667,0.659764101739719,1.2
"35-40%",50,5,0.375,4,27.0666666666667,0.561905553714144,0.933333333333333
"35-40%",50,5,0.375,5,24.5333333333333,0.472208800204312,0.6
"35-40%",50,5,0.375,6,21.8666666666667,0.390142008107944,0.4
"35-40%",50,5,0.375,7,23.1333333333333,0.315258702652435,0.4
"35-40%",50,5,0.375,8,21.8666666666667,0.247722853145601,0.533333333333333
"35-40%",50,5,0.375,9,20.2666666666667,0.190260234916966,0.4
"35-40%",50,5,0.375,10,17.5333333333333,0.139096529609861,0.333333333333333
"35-40%",50,5,0.375,11,17.8666666666667,0.0944221794181471,0.533333333333333
"35-40%",50,5,0.375,12,16.8666666666667,0.0618513295660627,0.333333333333333
"35-40%",50,5,0.375,13,17,0.0337159431652076,0.133333333333333
"35-40%",50,5,0.375,14,15.4666666666667,0.0145518658366315,0.333333333333333
"35-40%",50,5,0.375,15,15.2666666666667,0.00236353844594399,0.333333333333333
"35-40%",50,5,0.375,16,15.1333333333333,-0.00176825016292418,0.133333333333333
"35-40%",50,5,0.375,17,15,0.00249484610243096,0.2
"35-40%",50,5,0.375,18,15.0666666666667,0.0142928137439249,0
"35-40%",50,5,0.375,19,16,0.0340769286243062,0.266666666666667
"35-40%",50,5,0.375,20,17,0.0607735597015957,0.266666666666667
"35-40%",50,5,0.375,21,18.9333333333333,0.0954451171913706,0.4
"35-40%",50,5,0.375,22,18.8,0.139224004812536,0.266666666666667
"35-40%",50,5,0.375,23,22.1333333333333,0.189580405020713,0.6
"35-40%",50,5,0.375,24,22.5333333333333,0.24877023689415,0.666666666666667
"35-40%",50,5,0.375,25,22.6,0.314909981076873,0.6
"35-40%",50,5,0.375,26,24,0.38957308448234,0.4
"35-40%",50,5,0.375,27,25.9333333333333,0.471947649872346,0.733333333333333
"35-40%",50,5,0.375,28,26.9333333333333,0.561966205931746,0.8
"35-40%",50,5,0.375,29,28.7333333333333,0.659607531502941,0.866666666666667
"35-40%",50,5,0.375,30,29.8,0.765401037489158,1.13333333333333
"35-40%",50,5,0.375,31,30.9333333333333,0.878901109816945,1.33333333333333
"35-40%",50,5,0.375,32,32,1,2
"35-40%",57,6,0.375,1,30.9333333333333,0.87895254798509,1.13333333333333
"35-40%",57,6,0.375,2,29.9333333333333,0.765359670786944,1.13333333333333
"35-40%",57,6,0.375,3,29,0.65971831239926,1.06666666666667
"35-40%",57,6,0.375,4,27,0.56182303058497,0.866666666666667
"35-40%",57,6,0.375,5,27,0.470607180459622,1
"35-40%",57,6,0.375,6,24.4,0.38957308448234,0.666666666666667
"35-40%",57,6,0.375,7,21.2,0.315846913226591,0.533333333333333
"35-40%",57,6,0.375,8,20.8,0.248471268508288,0.533333333333333
"35-40%",57,6,0.375,9,19.0666666666667,0.191047059092035,0.466666666666667
"35-40%",57,6,0.375,10,18.4666666666667,0.138610454472078,0.466666666666667
"35-40%",57,6,0.375,11,17.8666666666667,0.0961024825410275,0.4
"35-40%",57,6,0.375,12,16.9333333333333,0.0612411836273996,0.4
"35-40%",57,6,0.375,13,15.5333333333333,0.032316731904615,0.133333333333333
"35-40%",57,6,0.375,14,16.5333333333333,0.0134509180691884,0.466666666666667
"35-40%",57,6,0.375,15,15.5333333333333,0.00158025754484026,0.4
"35-40%",57,6,0.375,16,15.4,-0.00196931066475803,0.266666666666667
"35-40%",57,6,0.375,17,15.4,0.0023644514535076,0.2
"35-40%",57,6,0.375,18,15.8666666666667,0.0141636447822234,0.333333333333333
"35-40%",57,6,0.375,19,16.2,0.0324247296695269,0.466666666666667
"35-40%",57,6,0.375,20,15.1333333333333,0.0604368478527356,0.266666666666667
"35-40%",57,6,0.375,21,18.4,0.0958846206181758,0.333333333333333
"35-40%",57,6,0.375,22,18.6,0.139402949581052,0.333333333333333
"35-40%",57,6,0.375,23,22.0666666666667,0.188441790649526,0.6
"35-40%",57,6,0.375,24,22.4,0.24761956453115,0.533333333333333
"35-40%",57,6,0.375,25,23.2666666666667,0.315155045568385,0.466666666666667
"35-40%",57,6,0.375,26,23.2,0.389990393083476,0.6
"35-40%",57,6,0.375,27,26.0666666666667,0.471893890014812,0.8
"35-40%",57,6,0.375,28,26.2,0.561767884747608,0.6
"35-40%",57,6,0.375,29,28.8666666666667,0.659814760157601,1
"35-40%",57,6,0.375,30,29.9333333333333,0.76560556277125,1.13333333333333
"35-40%",57,6,0.375,31,30.8666666666667,0.878866817704848,1.26666666666667
"35-40%",57,6,0.375,32,32,1,2
"35-40%",87,7,0.375,1,31.1333333333333,0.878815379536703,1.86666666666667
"35-40%",87,7,0.375,2,30.1333333333333,0.765298774848111,1.86666666666667
"35-40%",87,7,0.375,3,29.0666666666667,0.659347346938834,1.73333333333333
"35-40%",87,7,0.375,4,27.8666666666667,0.561237003574577,1.53333333333333
"35-40%",87,7,0.375,5,25.1333333333333,0.471855578479775,1.13333333333333
"35-40%",87,7,0.375,6,25.5333333333333,0.389155775881203,1.2
"35-40%",87,7,0.375,7,23.3333333333333,0.315258702652435,1
"35-40%",87,7,0.375,8,22.7333333333333,0.248436607921389,0.866666666666667
"35-40%",87,7,0.375,9,21.3333333333333,0.189473410741896,0.8
"35-40%",87,7,0.375,10,20.9333333333333,0.13896834400911,0.733333333333333
"35-40%",87,7,0.375,11,20.4666666666667,0.0960111895068715,0.6
"35-40%",87,7,0.375,12,20.6666666666667,0.0607346636678329,0.666666666666667
"35-40%",87,7,0.375,13,20.2666666666667,0.0320690343883485,0.8
"35-40%",87,7,0.375,14,18.8,0.0146159225660247,0.533333333333333
"35-40%",87,7,0.375,15,18.5333333333333,0.00314773235461133,0.466666666666667
"35-40%",87,7,0.375,16,19.7333333333333,-0.00295468489208208,0.666666666666667
"35-40%",87,7,0.375,17,18.7333333333333,0.00158025754484026,0.133333333333333
"35-40%",87,7,0.375,18,19.4,0.0126662630100864,0.333333333333333
"35-40%",87,7,0.375,19,18.9333333333333,0.0338292311080397,0.466666666666667
"35-40%",87,7,0.375,20,20.1333333333333,0.0609879236476162,0.666666666666667
"35-40%",87,7,0.375,21,19.8,0.0958389580999782,0.4
"35-40%",87,7,0.375,22,22,0.138853492040969,1.06666666666667
"35-40%",87,7,0.375,23,22.6,0.189141370218595,0.866666666666667
"35-40%",87,7,0.375,24,23.8,0.248045898527557,1.06666666666667
"35-40%",87,7,0.375,25,23.3333333333333,0.314821679747591,1
"35-40%",87,7,0.375,26,25,0.38951103054583,1.13333333333333
"35-40%",87,7,0.375,27,27.4,0.471836384024561,1.6
"35-40%",87,7,0.375,28,27.8,0.562149437745029,1.46666666666667
"35-40%",87,7,0.375,29,28.9333333333333,0.659471421397682,1.66666666666667
"35-40%",87,7,0.375,30,30.2,0.76554351271793,1.73333333333333
"35-40%",87,7,0.375,31,31,0.878866817704848,1.73333333333333
"35-40%",87,7,0.375,32,32,1,2
"35-40%",103,8,0.375,1,30.8666666666667,0.878901109816945,1.33333333333333
"35-40%",103,8,0.375,2,29.8,0.765401037489158,0.866666666666667
"35-40%",103,8,0.375,3,28.8666666666667,0.659478587966671,0.933333333333333
"35-40%",103,8,0.375,4,25.5333333333333,0.562110929370562,0.6
"35-40%",103,8,0.375,5,26.5333333333333,0.471671895146568,0.533333333333333
"35-40%",103,8,0.375,6,25.2,0.388909399712023,0.866666666666667
"35-40%",103,8,0.375,7,23.4666666666667,0.313643887875292,0.666666666666667
"35-40%",103,8,0.375,8,20.3333333333333,0.247918532917011,0.4
"35-40%",103,8,0.375,9,20.7333333333333,0.190382978045434,0.333333333333333
"35-40%",103,8,0.375,10,18.3333333333333,0.139224004812536,0.533333333333333
"35-40%",103,8,0.375,11,18.4666666666667,0.0954942513920783,0.533333333333333
"35-40%",103,8,0.375,12,16.2,0.0606253778871853,0.333333333333333
"35-40%",103,8,0.375,13,16.1333333333333,0.033318024163364,0.266666666666667
"35-40%",103,8,0.375,14,15.7333333333333,0.0131185407938877,0.4
"35-40%",103,8,0.375,15,15.5333333333333,0.00275563540027766,0.2
"35-40%",103,8,0.375,16,15.5333333333333,-0.00183396908752088,0.4
"35-40%",103,8,0.375,17,16.0666666666667,0.00210274914809728,0.333333333333333
"35-40%",103,8,0.375,18,15.3333333333333,0.0132576923780937,0.466666666666667
"35-40%",103,8,0.375,19,15.8666666666667,0.0328173780339895,0.333333333333333
"35-40%",103,8,0.375,20,17.3333333333333,0.0611117237367323,0.266666666666667
"35-40%",103,8,0.375,21,18.8666666666667,0.0945487483068428,0.666666666666667
"35-40%",103,8,0.375,22,18.7333333333333,0.13841599340321,0.266666666666667
"35-40%",103,8,0.375,23,18.4,0.190715018568734,0.466666666666667
"35-40%",103,8,0.375,24,20.7333333333333,0.248830859511241,0.533333333333333
"35-40%",103,8,0.375,25,24.6,0.313894527859722,0.6
"35-40%",103,8,0.375,26,24.4,0.389400648520303,0.666666666666667
"35-40%",103,8,0.375,27,26.6666666666667,0.470684188006446,0.666666666666667
"35-40%",103,8,0.375,28,27,0.561595137568387,0.8
"35-40%",103,8,0.375,29,28.7333333333333,0.65983522028912,0.866666666666667
"35-40%",103,8,0.375,30,29.8666666666667,0.765401037489158,1
"35-40%",103,8,0.375,31,30.9333333333333,0.878866817704848,1.6
"35-40%",103,8,0.375,32,32,1,2
"35-40%",116,9,0.375,1,30.9333333333333,0.878901109816945,0.933333333333333
"35-40%",116,9,0.375,2,29.9333333333333,0.765380354138051,0.333333333333333
"35-40%",116,9,0.375,3,28.8666666666667,0.659471421397682,0
"35-40%",116,9,0.375,4,25.8,0.56214355784776,0.0666666666666667
"35-40%",116,9,0.375,5,27,0.471018445001736,0
"35-40%",116,9,0.375,6,24.6,0.389486866501322,0
"35-40%",116,9,0.375,7,22.2666666666667,0.315437268209148,0
"35-40%",116,9,0.375,8,20.7333333333333,0.249062163885227,0
"35-40%",116,9,0.375,9,20.6666666666667,0.188936763986565,0
"35-40%",116,9,0.375,10,18.4666666666667,0.137827955761446,0
"35-40%",116,9,0.375,11,18.8666666666667,0.0964821892071146,0
"35-40%",116,9,0.375,12,16.8,0.0617218696753955,0
"35-40%",116,9,0.375,13,17.5333333333333,0.0330597853723358,0
"35-40%",116,9,0.375,14,16,0.0136448579295866,0
"35-40%",116,9,0.375,15,16.1333333333333,0.0023644514535076,0
"35-40%",116,9,0.375,16,16,-0.00189920874882089,0
"35-40%",116,9,0.375,17,15.4,0.000124812621624694,0
"35-40%",116,9,0.375,18,15.8666666666667,0.0143565291397063,0
"35-40%",116,9,0.375,19,16.6666666666667,0.0335657216796306,0
"35-40%",116,9,0.375,20,16.5333333333333,0.0604814036880495,0
"35-40%",116,9,0.375,21,17.2,0.0966087580958103,0
"35-40%",116,9,0.375,22,19.9333333333333,0.139224004812536,0
"35-40%",116,9,0.375,23,21.6666666666667,0.189666959287078,0
"35-40%",116,9,0.375,24,20.0666666666667,0.249006004482577,0
"35-40%",116,9,0.375,25,25,0.314976480011673,0
"35-40%",116,9,0.375,26,24,0.38963513841885,0
"35-40%",116,9,0.375,27,27,0.471521551210453,0
"35-40%",116,9,0.375,28,28,0.561435324758715,0
"35-40%",116,9,0.375,29,28.8666666666667,0.659471421397682,0
"35-40%",116,9,0.375,30,29.7333333333333,0.76554351271793,0.333333333333333
"35-40%",116,9,0.375,31,30.9333333333333,0.878883963760896,0.866666666666667
"35-40%",116,9,0.375,32,32,1,2
"35-40%",120,10,0.375,1,30.9333333333333,0.878866817704848,1.4
"35-40%",120,10,0.375,2,30,0.765645775358976,1.26666666666667
"35-40%",120,10,0.375,3,28.6666666666667,0.659782264379672,0.733333333333333
"35-40%",120,10,0.375,4,25.3333333333333,0.562270742180234,0.533333333333333
"35-40%",120,10,0.375,5,25.1333333333333,0.471666845633232,0.6
"35-40%",120,10,0.375,6,24.3333333333333,0.389264654376649,0.533333333333333
"35-40%",120,10,0.375,7,22.0666666666667,0.315150840799454,0.466666666666667
"35-40%",120,10,0.375,8,22.4666666666667,0.248872561492924,0.466666666666667
"35-40%",120,10,0.375,9,20.8,0.1898416401273,0.466666666666667
"35-40%",120,10,0.375,10,17.8666666666667,0.140195444690027,0.333333333333333
"35-40%",120,10,0.375,11,17.7333333333333,0.0950232516918352,0.333333333333333
"35-40%",120,10,0.375,12,17.7333333333333,0.059813817504436,0.333333333333333
"35-40%",120,10,0.375,13,16.2666666666667,0.0334524337367985,0.4
"35-40%",120,10,0.375,14,15.9333333333333,0.0140330789839947,0.533333333333333
"35-40%",120,10,0.375,15,15.1333333333333,0.00327812700353468,0
"35-40%",120,10,0.375,16,15.2666666666667,-0.00243180907508862,0.2
"35-40%",120,10,0.375,17,15.6,0.00131855523942994,0.266666666666667
"35-40%",120,10,0.375,18,15.8,0.0140334203176066,0.333333333333333
"35-40%",120,10,0.375,19,16,0.0330597853723358,0.266666666666667
"35-40%",120,10,0.375,20,16.1333333333333,0.0603592334977655,0.133333333333333
"35-40%",120,10,0.375,21,17.8666666666667,0.0961868925962749,0.2
"35-40%",120,10,0.375,22,19.0666666666667,0.139390326346517,0.6
"35-40%",120,10,0.375,23,20.2666666666667,0.190505721173902,0.466666666666667
"35-40%",120,10,0.375,24,22.2,0.248636793904497,0.466666666666667
"35-40%",120,10,0.375,25,23.6,0.315042978946472,0.733333333333333
"35-40%",120,10,0.375,26,23.7333333333333,0.38963513841885,0.6
"35-40%",120,10,0.375,27,25.2,0.472431561625849,0.6
"35-40%",120,10,0.375,28,27.1333333333333,0.561933577454548,0.8
"35-40%",120,10,0.375,29,29,0.659536412953541,1.2
"35-40%",120,10,0.375,30,29.7333333333333,0.765380354138051,1.06666666666667
"35-40%",120,10,0.375,31,31,0.878832525592751,1.6
"35-40%",120,10,0.375,32,32,1,2
"35-40%",139,11,0.375,1,30.9333333333333,0.878866817704848,1.66666666666667
"35-40%",139,11,0.375,2,29.9333333333333,0.765768721351129,1.4
"35-40%",139,11,0.375,3,28.7333333333333,0.659575035725012,1.06666666666667
"35-40%",139,11,0.375,4,26.3333333333333,0.561147052456094,1
