"bin","tree_id","tree_in_bin","prop1","k","mean_mast","mean_coph","mean_preserved_cherries"
"55-60%",268,17,0.5625,25,21.2,0.316215043784072,0.2
"55-60%",268,17,0.5625,26,25.0666666666667,0.390768559837414,0.666666666666667
"55-60%",268,17,0.5625,27,23,0.472616543853994,0.666666666666667
"55-60%",268,17,0.5625,28,25.3333333333333,0.562764584328652,0.466666666666667
"55-60%",268,17,0.5625,29,24.3333333333333,0.660491115628463,0.333333333333333
"55-60%",268,17,0.5625,30,29.8666666666667,0.765687515414237,1.46666666666667
"55-60%",268,17,0.5625,31,30.9333333333333,0.878975331707463,1.8
"55-60%",268,17,0.5625,32,32,1,2
"55-60%",278,18,0.5625,1,31,0.878984997919695,0.933333333333333
"55-60%",278,18,0.5625,2,29.8666666666667,0.765752414058531,0.266666666666667
"55-60%",278,18,0.5625,3,29,0.66012964938106,0.0666666666666667
"55-60%",278,18,0.5625,4,28,0.562499749585858,0
"55-60%",278,18,0.5625,5,21.1333333333333,0.472722459775698,0
"55-60%",278,18,0.5625,6,24.4666666666667,0.391163914456315,0
"55-60%",278,18,0.5625,7,22.6666666666667,0.316277117696567,0
"55-60%",278,18,0.5625,8,20.2,0.249815686974674,0
"55-60%",278,18,0.5625,9,21.6666666666667,0.191593787867332,0
"55-60%",278,18,0.5625,10,18.8,0.140340269894219,0
"55-60%",278,18,0.5625,11,16.0666666666667,0.0972738000295433,0
"55-60%",278,18,0.5625,12,16.8,0.0621786882719836,0
"55-60%",278,18,0.5625,13,16.2,0.0347702005964822,0
"55-60%",278,18,0.5625,14,16.1333333333333,0.0151594534175122,0
"55-60%",278,18,0.5625,15,15.6666666666667,0.00335465732318849,0
"55-60%",278,18,0.5625,16,16,-0.000687263719999658,0
"55-60%",278,18,0.5625,17,16.0666666666667,0.0035870587610749,0
"55-60%",278,18,0.5625,18,16.6666666666667,0.0152771950644968,0
"55-60%",278,18,0.5625,19,15.9333333333333,0.0346710157995086,0
"55-60%",278,18,0.5625,20,17.7333333333333,0.0619613516394751,0
"55-60%",278,18,0.5625,21,17.4666666666667,0.0973212685978515,0
"55-60%",278,18,0.5625,22,19.4,0.140473895960877,0
"55-60%",278,18,0.5625,23,19.6,0.191312120715974,0
"55-60%",278,18,0.5625,24,22.0666666666667,0.249931793736559,0
"55-60%",278,18,0.5625,25,21.2666666666667,0.316310493157421,0
"55-60%",278,18,0.5625,26,24.3333333333333,0.390551427746088,0
"55-60%",278,18,0.5625,27,23.5333333333333,0.472656175982303,0
"55-60%",278,18,0.5625,28,26.2666666666667,0.562483296041004,0
"55-60%",278,18,0.5625,29,27.1333333333333,0.660253930356006,0.0666666666666667
"55-60%",278,18,0.5625,30,29.8666666666667,0.765707610298474,0.333333333333333
"55-60%",278,18,0.5625,31,30.9333333333333,0.878975331707463,0.933333333333333
"55-60%",278,18,0.5625,32,32,1,2
"55-60%",279,19,0.5625,1,31,0.878984997919695,0.866666666666667
"55-60%",279,19,0.5625,2,26.3333333333333,0.765797217818589,0.2
"55-60%",279,19,0.5625,3,23.4666666666667,0.660293748727034,0.0666666666666667
"55-60%",279,19,0.5625,4,21.0666666666667,0.562763305975776,0
"55-60%",279,19,0.5625,5,24.6,0.472603218021451,0
"55-60%",279,19,0.5625,6,20.3333333333333,0.390792517754339,0
"55-60%",279,19,0.5625,7,21.2666666666667,0.316534334998693,0
"55-60%",279,19,0.5625,8,19.7333333333333,0.249838128130559,0
"55-60%",279,19,0.5625,9,17.4666666666667,0.19129994124512,0
"55-60%",279,19,0.5625,10,16.6,0.140396752392488,0
"55-60%",279,19,0.5625,11,18,0.0972738000295433,0
"55-60%",279,19,0.5625,12,16.4,0.0619213328770063,0
"55-60%",279,19,0.5625,13,15.5333333333333,0.0344725586283955,0
"55-60%",279,19,0.5625,14,15.3333333333333,0.0150071965600012,0
"55-60%",279,19,0.5625,15,16.3333333333333,0.00352221962686407,0
"55-60%",279,19,0.5625,16,16,-0.000325959114140164,0
"55-60%",279,19,0.5625,17,16.4666666666667,0.00342496092554781,0
"55-60%",279,19,0.5625,18,15.8666666666667,0.0148014469580227,0
"55-60%",279,19,0.5625,19,16.2,0.0346209904688633,0
"55-60%",279,19,0.5625,20,18.4,0.0620190717272117,0
"55-60%",279,19,0.5625,21,18.6,0.097340734742007,0
"55-60%",279,19,0.5625,22,16.7333333333333,0.140316992470644,0
"55-60%",279,19,0.5625,23,19,0.19129569051493,0
"55-60%",279,19,0.5625,24,17.2666666666667,0.249913450713605,0
"55-60%",279,19,0.5625,25,20.3333333333333,0.316287800066386,0
"55-60%",279,19,0.5625,26,19.8,0.390679083402486,0
"55-60%",279,19,0.5625,27,23.6666666666667,0.472722459775698,0
"55-60%",279,19,0.5625,28,25.6,0.562527904112914,0
"55-60%",279,19,0.5625,29,23.4666666666667,0.660276683710879,0.0666666666666667
"55-60%",279,19,0.5625,30,25.3333333333333,0.765717657740592,0.133333333333333
"55-60%",279,19,0.5625,31,30.9333333333333,0.878975331707463,0.866666666666667
"55-60%",279,19,0.5625,32,32,1,2
"55-60%",304,20,0.5625,1,30.8666666666667,0.878968887565974,1.73333333333333
"55-60%",304,20,0.5625,2,30,0.765722271732176,1.73333333333333
"55-60%",304,20,0.5625,3,27.2,0.660158091074651,1.2
"55-60%",304,20,0.5625,4,27.9333333333333,0.562534852532464,1.53333333333333
"55-60%",304,20,0.5625,5,24.3333333333333,0.47264285014976,1
"55-60%",304,20,0.5625,6,23.6666666666667,0.390513248524619,0.933333333333333
"55-60%",304,20,0.5625,7,21.8666666666667,0.316251421925229,0.533333333333333
"55-60%",304,20,0.5625,8,22.7333333333333,0.24981060404222,0.933333333333333
"55-60%",304,20,0.5625,9,20.3333333333333,0.191262979700985,0.533333333333333
"55-60%",304,20,0.5625,10,20.9333333333333,0.140356872431566,0.533333333333333
"55-60%",304,20,0.5625,11,19.7333333333333,0.0972829347055808,0.533333333333333
"55-60%",304,20,0.5625,12,19.6,0.0623814609140729,0.8
"55-60%",304,20,0.5625,13,20.1333333333333,0.0345037052798635,0.533333333333333
"55-60%",304,20,0.5625,14,19.8666666666667,0.0150312527224368,0.666666666666667
"55-60%",304,20,0.5625,15,18.6,0.00358670794055129,0.333333333333333
"55-60%",304,20,0.5625,16,18.9333333333333,-0.0004413717557699,0.333333333333333
"55-60%",304,20,0.5625,17,19.1333333333333,0.00342493908856554,0.333333333333333
"55-60%",304,20,0.5625,18,19.2666666666667,0.0154197457394454,0.866666666666667
"55-60%",304,20,0.5625,19,19.4666666666667,0.0346463922777615,0.533333333333333
"55-60%",304,20,0.5625,20,19.8666666666667,0.0622417732108468,0.8
"55-60%",304,20,0.5625,21,20.0666666666667,0.0974362702746637,0.866666666666667
"55-60%",304,20,0.5625,22,21.2666666666667,0.140256133233883,0.866666666666667
"55-60%",304,20,0.5625,23,23.7333333333333,0.191359839131669,1.06666666666667
"55-60%",304,20,0.5625,24,22.9333333333333,0.249739379592104,1
"55-60%",304,20,0.5625,25,23.2,0.316296808107298,0.933333333333333
"55-60%",304,20,0.5625,26,23,0.390655125485562,1
"55-60%",304,20,0.5625,27,25.7333333333333,0.472735440238921,1.26666666666667
"55-60%",304,20,0.5625,28,27.3333333333333,0.562743378221147,1.4
"55-60%",304,20,0.5625,29,28.0666666666667,0.66024255367857,1.26666666666667
"55-60%",304,20,0.5625,30,29.9333333333333,0.765866730454468,1.8
"55-60%",304,20,0.5625,31,31,0.878991442061183,1.93333333333333
"55-60%",304,20,0.5625,32,32,1,2
"60-65%",158,1,0.625,1,31,0.878815379536703,0.933333333333333
"60-65%",158,1,0.625,2,29.8666666666667,0.765666458710082,0.466666666666667
"60-65%",158,1,0.625,3,28.9333333333333,0.660042448943779,0.333333333333333
"60-65%",158,1,0.625,4,27.2666666666667,0.562088785527427,0
"60-65%",158,1,0.625,5,26.3333333333333,0.472300871596883,0
"60-65%",158,1,0.625,6,23.9333333333333,0.389576427589279,0
"60-65%",158,1,0.625,7,23.6,0.315094122126504,0.0666666666666667
"60-65%",158,1,0.625,8,23.3333333333333,0.248116140719776,0
"60-65%",158,1,0.625,9,21,0.189121620545778,0
"60-65%",158,1,0.625,10,19.3333333333333,0.139415572815587,0
"60-65%",158,1,0.625,11,18.2,0.0963732582456888,0
"60-65%",158,1,0.625,12,17.4666666666667,0.0614095395518296,0
"60-65%",158,1,0.625,13,16.4666666666667,0.0331889047678499,0
"60-65%",158,1,0.625,14,16.9333333333333,0.0144205858690994,0
"60-65%",158,1,0.625,15,16.7333333333333,0.00249484610243096,0
"60-65%",158,1,0.625,16,16,-0.001437189601787,0
"60-65%",158,1,0.625,17,16.3333333333333,0.00184104684268696,0
"60-65%",158,1,0.625,18,16.2,0.013904251355905,0
"60-65%",158,1,0.625,19,16.3333333333333,0.0328173780339895,0
"60-65%",158,1,0.625,20,17.9333333333333,0.0604612295780298,0
"60-65%",158,1,0.625,21,18.8666666666667,0.0959935515796017,0
"60-65%",158,1,0.625,22,21.1333333333333,0.138878738510039,0
"60-65%",158,1,0.625,23,20.4666666666667,0.189212175635309,0
"60-65%",158,1,0.625,24,21.4666666666667,0.249093282276106,0
"60-65%",158,1,0.625,25,23,0.31462775843611,0
"60-65%",158,1,0.625,26,24.6666666666667,0.389904175102458,0
"60-65%",158,1,0.625,27,27,0.471836384024561,0
"60-65%",158,1,0.625,28,26.6,0.562022253412555,0
"60-65%",158,1,0.625,29,29,0.660314669154297,0.466666666666667
"60-65%",158,1,0.625,30,30,0.765380354138051,0.333333333333333
"60-65%",158,1,0.625,31,30.9333333333333,0.878832525592751,0.866666666666667
"60-65%",158,1,0.625,32,32,1,2
"60-65%",235,2,0.625,1,30.9333333333333,0.878883963760896,1.66666666666667
"60-65%",235,2,0.625,2,29.9333333333333,0.765523983481311,1.6
"60-65%",235,2,0.625,3,29,0.660042448943779,1.4
"60-65%",235,2,0.625,4,27.7333333333333,0.561739861007203,0.733333333333333
"60-65%",235,2,0.625,5,26.1333333333333,0.47174431263199,0.733333333333333
"60-65%",235,2,0.625,6,25.1333333333333,0.389304047798731,0.6
"60-65%",235,2,0.625,7,22.1333333333333,0.315493986882098,0.4
"60-65%",235,2,0.625,8,21.1333333333333,0.248610138728059,0.6
"60-65%",235,2,0.625,9,19.6666666666667,0.189908444720848,0.2
"60-65%",235,2,0.625,10,21.9333333333333,0.138597831237543,0.6
"60-65%",235,2,0.625,11,18.2,0.0951383154697383,0
"60-65%",235,2,0.625,12,18.4,0.0602945035524319,0.266666666666667
"60-65%",235,2,0.625,13,17.3333333333333,0.0334524337367985,0.0666666666666667
"60-65%",235,2,0.625,14,16.2666666666667,0.0135783488607511,0.333333333333333
"60-65%",235,2,0.625,15,16.4,0.00301733770568798,0.0666666666666667
"60-65%",235,2,0.625,16,16,-0.00209102400467717,0.4
"60-65%",235,2,0.625,17,16.4,0.00183232096528485,0.2
"60-65%",235,2,0.625,18,16.8,0.0135811425338053,0.2
"60-65%",235,2,0.625,19,16.5333333333333,0.0336948410751447,0.133333333333333
"60-65%",235,2,0.625,20,18.5333333333333,0.060858463756949,0.2
"60-65%",235,2,0.625,21,18.9333333333333,0.0958846206181758,0.0666666666666667
"60-65%",235,2,0.625,22,20.6,0.13893020807588,0.4
"60-65%",235,2,0.625,23,19.5333333333333,0.190137491788497,0.266666666666667
"60-65%",235,2,0.625,24,22.7333333333333,0.248612716908402,0.266666666666667
"60-65%",235,2,0.625,25,24.3333333333333,0.31463753869796,0.4
"60-65%",235,2,0.625,26,24.3333333333333,0.389486866501322,0.533333333333333
"60-65%",235,2,0.625,27,27,0.471652470965387,0.8
"60-65%",235,2,0.625,28,27.9333333333333,0.562110027727115,1.06666666666667
"60-65%",235,2,0.625,29,28.8,0.659393136279294,0.666666666666667
"60-65%",235,2,0.625,30,29.8666666666667,0.765564196069036,1.33333333333333
"60-65%",235,2,0.625,31,30.8666666666667,0.878918255872993,1.73333333333333
"60-65%",235,2,0.625,32,32,1,2
"60-65%",247,3,0.625,1,30.9333333333333,0.878866817704848,0.933333333333333
"60-65%",247,3,0.625,2,30,0.765380354138051,0.4
"60-65%",247,3,0.625,3,29,0.659503917175612,0.133333333333333
"60-65%",247,3,0.625,4,26.5333333333333,0.561640700415134,0
"60-65%",247,3,0.625,5,26.2,0.472542827473634,0
"60-65%",247,3,0.625,6,23.2,0.389661142040217,0
"60-65%",247,3,0.625,7,23.6,0.314976480011673,0
"60-65%",247,3,0.625,8,22.0666666666667,0.247578826565143,0
"60-65%",247,3,0.625,9,21.8,0.190035188672482,0
"60-65%",247,3,0.625,10,19.9333333333333,0.139067679676898,0
"60-65%",247,3,0.625,11,18.3333333333333,0.0972239646120189,0
"60-65%",247,3,0.625,12,16.5333333333333,0.0606253778871853,0
"60-65%",247,3,0.625,13,17.8,0.0318107955973202,0
"60-65%",247,3,0.625,14,15.8666666666667,0.0133868613397953,0
"60-65%",247,3,0.625,15,15.8,0.00301733770568798,0
"60-65%",247,3,0.625,16,16,-0.00156814818768371,0
"60-65%",247,3,0.625,17,16.3333333333333,0.00249393309486734,0
"60-65%",247,3,0.625,18,15.9333333333333,0.0128605442040964,0
"60-65%",247,3,0.625,19,16,0.0329464974295037,0
"60-65%",247,3,0.625,20,15.8,0.0618513295660627,0
"60-65%",247,3,0.625,21,18.2666666666667,0.0953853204306524,0
"60-65%",247,3,0.625,22,19.1333333333333,0.139595227982179,0
"60-65%",247,3,0.625,23,19.3333333333333,0.189964383255768,0
"60-65%",247,3,0.625,24,22.2666666666667,0.249456415475079,0
"60-65%",247,3,0.625,25,21.5333333333333,0.314996040535372,0
"60-65%",247,3,0.625,26,25.2666666666667,0.38969384924842,0
"60-65%",247,3,0.625,27,26.2666666666667,0.470868560517555,0
"60-65%",247,3,0.625,28,26.4666666666667,0.561739861007203,0.0666666666666667
"60-65%",247,3,0.625,29,28.9333333333333,0.660010992741296,0.2
"60-65%",247,3,0.625,30,30,0.76546193342799,0.533333333333333
"60-65%",247,3,0.625,31,31,0.878866817704848,0.933333333333333
"60-65%",247,3,0.625,32,32,1,2
"60-65%",259,4,0.625,1,31,0.878849671648799,0.933333333333333
"60-65%",259,4,0.625,2,29.9333333333333,0.765175828855958,0.266666666666667
"60-65%",259,4,0.625,3,28.9333333333333,0.660100273930649,0.333333333333333
"60-65%",259,4,0.625,4,27.2,0.561552024457127,0
"60-65%",259,4,0.625,5,25.5333333333333,0.471928225691165,0
"60-65%",259,4,0.625,6,22.5333333333333,0.389762589398809,0
"60-65%",259,4,0.625,7,23.0666666666667,0.315027623191704,0
"60-65%",259,4,0.625,8,22,0.24880936069549,0
"60-65%",259,4,0.625,9,19.9333333333333,0.190173680650601,0
"60-65%",259,4,0.625,10,19.4,0.139300720847447,0
"60-65%",259,4,0.625,11,17.3333333333333,0.0961024825410275,0
"60-65%",259,4,0.625,12,17.0666666666667,0.0617275294769466,0
"60-65%",259,4,0.625,13,16.4666666666667,0.0329253953394408,0
"60-65%",259,4,0.625,14,16.6666666666667,0.0140971357133879,0
"60-65%",259,4,0.625,15,16.2666666666667,0.00288511704163739,0
"60-65%",259,4,0.625,16,16,-0.00196978992805472,0
"60-65%",259,4,0.625,17,15.9333333333333,0.00158025754484026,0
"60-65%",259,4,0.625,18,15.6,0.0142914169073979,0
"60-65%",259,4,0.625,19,16.4666666666667,0.0334418729214973,0
"60-65%",259,4,0.625,20,17.2,0.0603576035989334,0
"60-65%",259,4,0.625,21,17.8666666666667,0.0963134614849706,0
"60-65%",259,4,0.625,22,15.0666666666667,0.139274763980301,0
"60-65%",259,4,0.625,23,20.4,0.189391547638333,0
"60-65%",259,4,0.625,24,21.2,0.248942803685143,0
"60-65%",259,4,0.625,25,24.3333333333333,0.314510116321279,0
"60-65%",259,4,0.625,26,24.7333333333333,0.389304047798731,0
"60-65%",259,4,0.625,27,27,0.471240976697306,0
"60-65%",259,4,0.625,28,27.2666666666667,0.561862440602883,0
"60-65%",259,4,0.625,29,29,0.65973160596179,0.266666666666667
"60-65%",259,4,0.625,30,29.8666666666667,0.765319458199218,0.266666666666667
"60-65%",259,4,0.625,31,31,0.878918255872993,0.933333333333333
"60-65%",259,4,0.625,32,32,1,2
"60-65%",274,5,0.625,1,30.9333333333333,0.878883963760896,1.8
"60-65%",274,5,0.625,2,30,0.765094249566019,1.66666666666667
"60-65%",274,5,0.625,3,29,0.659632860711882,1.6
"60-65%",274,5,0.625,4,27.8666666666667,0.562307975394225,1.53333333333333
"60-65%",274,5,0.625,5,25.7333333333333,0.472170181567916,1.2
"60-65%",274,5,0.625,6,26.1333333333333,0.389662645570297,1.53333333333333
"60-65%",274,5,0.625,7,24.4666666666667,0.315550705555048,1.4
"60-65%",274,5,0.625,8,23.1333333333333,0.248178377501533,0.933333333333333
"60-65%",274,5,0.625,9,21.8,0.190612715452719,0.6
"60-65%",274,5,0.625,10,22.2,0.138737929674753,1.06666666666667
"60-65%",274,5,0.625,11,21.4666666666667,0.0960426857803094,0.933333333333333
"60-65%",274,5,0.625,12,19.7333333333333,0.0606901078325189,0.733333333333333
"60-65%",274,5,0.625,13,19,0.0340821992616871,0.6
"60-65%",274,5,0.625,14,18.6666666666667,0.0136448579295866,0.2
"60-65%",274,5,0.625,15,19.4,0.0023644514535076,0.733333333333333
"60-65%",274,5,0.625,16,19.0666666666667,-0.00169862751028373,0.6
"60-65%",274,5,0.625,17,18.9333333333333,0.00249393309486734,0.466666666666667
"60-65%",274,5,0.625,18,19.2666666666667,0.0144219827056265,0.533333333333333
"60-65%",274,5,0.625,19,19.3333333333333,0.0334366022841164,0.466666666666667
"60-65%",274,5,0.625,20,20.4,0.0599619993188464,0.6
"60-65%",274,5,0.625,21,18.8666666666667,0.0966263960230801,0.4
"60-65%",274,5,0.625,22,21.1333333333333,0.138917584841345,0.6
"60-65%",274,5,0.625,23,21.2666666666667,0.190260234916966,0.866666666666667
"60-65%",274,5,0.625,24,23.9333333333333,0.247786053943035,0.933333333333333
"60-65%",274,5,0.625,25,23.0666666666667,0.315795770046559,1.13333333333333
"60-65%",274,5,0.625,26,25.4,0.388840306141899,1.33333333333333
"60-65%",274,5,0.625,27,25.8,0.471575003966628,1.26666666666667
"60-65%",274,5,0.625,28,27.9333333333333,0.562022253412555,1.33333333333333
"60-65%",274,5,0.625,29,28.8,0.659653320843401,1.46666666666667
"60-65%",274,5,0.625,30,29.7333333333333,0.76546193342799,1.53333333333333
"60-65%",274,5,0.625,31,30.9333333333333,0.878901109816945,1.86666666666667
"60-65%",274,5,0.625,32,32,1,2
"60-65%",275,6,0.625,1,30.9333333333333,0.878935401929042,0.933333333333333
"60-65%",275,6,0.625,2,30,0.765196512207065,0.4
"60-65%",275,6,0.625,3,29,0.65968581662133,0.266666666666667
"60-65%",275,6,0.625,4,27.9333333333333,0.561580048197531,0
"60-65%",275,6,0.625,5,26.2,0.472189605749098,0
"60-65%",275,6,0.625,6,24.5333333333333,0.390166172152452,0
"60-65%",275,6,0.625,7,23.6,0.315329406356166,0
"60-65%",275,6,0.625,8,23.3333333333333,0.248281666115985,0
"60-65%",275,6,0.625,9,20,0.190837761697202,0
"60-65%",275,6,0.625,10,21,0.137584918192555,0
"60-65%",275,6,0.625,11,19.2666666666667,0.0962466893569931,0
"60-65%",275,6,0.625,12,18.5333333333333,0.0612355238258485,0
"60-65%",275,6,0.625,13,17.6666666666667,0.0335815531323126,0
"60-65%",275,6,0.625,14,17,0.0144856981014078,0
"60-65%",275,6,0.625,15,15.9333333333333,0.000470276138256385,0
"60-65%",275,6,0.625,16,16,-0.00242256382911104,0
"60-65%",275,6,0.625,17,16.0666666666667,0.00144022401095118,0
"60-65%",275,6,0.625,18,16.4666666666667,0.012795431971788,0
"60-65%",275,6,0.625,19,16.2,0.033318024163364,0
"60-65%",275,6,0.625,20,16.5333333333333,0.0610469937913987,0
"60-65%",275,6,0.625,21,19.8,0.0962643272842629,0
"60-65%",275,6,0.625,22,20,0.139965740753746,0
"60-65%",275,6,0.625,23,20.0666666666667,0.190592275440266,0
"60-65%",275,6,0.625,24,22.7333333333333,0.248571014926719,0
"60-65%",275,6,0.625,25,22.9333333333333,0.315437268209148,0
"60-65%",275,6,0.625,26,26,0.390204062044454,0
"60-65%",275,6,0.625,27,26.9333333333333,0.471928225691165,0.0666666666666667
"60-65%",275,6,0.625,28,27.9333333333333,0.561739861007203,0.0666666666666667
"60-65%",275,6,0.625,29,28.9333333333333,0.659575035725012,0.133333333333333
"60-65%",275,6,0.625,30,30,0.764971303573866,0.2
"60-65%",275,6,0.625,31,31,0.878849671648799,0.933333333333333
"60-65%",275,6,0.625,32,32,1,2
"60-65%",288,7,0.625,1,31,0.878901109816945,0.866666666666667
"60-65%",288,7,0.625,2,30,0.765482616779097,0.533333333333333
"60-65%",288,7,0.625,3,28.8666666666667,0.660120734062168,0.266666666666667
"60-65%",288,7,0.625,4,26.4,0.561899673816875,0.0666666666666667
"60-65%",288,7,0.625,5,27,0.471613622603024,0
"60-65%",288,7,0.625,6,24,0.389245336969161,0
"60-65%",288,7,0.625,7,23.6,0.315437268209148,0
"60-65%",288,7,0.625,8,22.7333333333333,0.24821846531855,0
"60-65%",288,7,0.625,9,21.7333333333333,0.189825891277649,0
"60-65%",288,7,0.625,10,18.6,0.138584497604932,0
"60-65%",288,7,0.625,11,18.4666666666667,0.0963134614849706,0
"60-65%",288,7,0.625,12,17.6,0.0609030195922629,0
"60-65%",288,7,0.625,13,17.5333333333333,0.0324458319327179,0
"60-65%",288,7,0.625,14,16.5333333333333,0.0126086810608401,0
"60-65%",288,7,0.625,15,16.1333333333333,0.00117852170554086,0
"60-65%",288,7,0.625,16,16,-0.00156766892438702,0
"60-65%",288,7,0.625,17,15.9333333333333,0.00223314379702064,0
"60-65%",288,7,0.625,18,15.0666666666667,0.0146169780689399,0
"60-65%",288,7,0.625,19,16.4,0.0324458513001292,0
"60-65%",288,7,0.625,20,16.1333333333333,0.0599505020031886,0
"60-65%",288,7,0.625,21,17.8666666666667,0.0949741174911275,0
"60-65%",288,7,0.625,22,20.1333333333333,0.138546361671702,0
"60-65%",288,7,0.625,23,21.0666666666667,0.189616593882817,0
"60-65%",288,7,0.625,24,21.4666666666667,0.249031045494349,0
"60-65%",288,7,0.625,25,22.2,0.31457103976316,0
"60-65%",288,7,0.625,26,24,0.389872971424336,0
"60-65%",288,7,0.625,27,26.2,0.471613622603024,0
"60-65%",288,7,0.625,28,27.2666666666667,0.561612676674729,0.0666666666666667
"60-65%",288,7,0.625,29,29,0.659867716067049,0.266666666666667
"60-65%",288,7,0.625,30,29.8666666666667,0.76560556277125,0.466666666666667
"60-65%",288,7,0.625,31,30.9333333333333,0.878849671648799,0.866666666666667
"60-65%",288,7,0.625,32,32,1,2
"60-65%",292,8,0.625,1,31.0666666666667,0.878866817704848,2
"60-65%",292,8,0.625,2,30.0666666666667,0.765626246122357,1.8
"60-65%",292,8,0.625,3,29.1333333333333,0.659821926726589,1.73333333333333
"60-65%",292,8,0.625,4,28.2,0.561782974118463,1.46666666666667
"60-65%",292,8,0.625,5,27.1333333333333,0.471763507087204,1.46666666666667
"60-65%",292,8,0.625,6,24.8,0.389276540647283,1.2
"60-65%",292,8,0.625,7,25,0.315084341864654,1.13333333333333
"60-65%",292,8,0.625,8,24.1333333333333,0.248728534912466,1.06666666666667
"60-65%",292,8,0.625,9,19.8,0.190260234916966,0.4
"60-65%",292,8,0.625,10,21.6666666666667,0.13910844244632,1
"60-65%",292,8,0.625,11,21.4666666666667,0.0961868925962749,0.733333333333333
"60-65%",292,8,0.625,12,19.9333333333333,0.0609677495375965,0.533333333333333
"60-65%",292,8,0.625,13,19.6666666666667,0.0325485784276601,0.266666666666667
"60-65%",292,8,0.625,14,19.7333333333333,0.0135146334649698,0.466666666666667
"60-65%",292,8,0.625,15,18.4666666666667,0.0023644514535076,0.333333333333333
"60-65%",292,8,0.625,16,18.8666666666667,-0.0023665694137886,0.6
"60-65%",292,8,0.625,17,19.0666666666667,0.00170101330879788,0.533333333333333
"60-65%",292,8,0.625,18,20.0666666666667,0.0128057559279043,0.666666666666667
"60-65%",292,8,0.625,19,19.4,0.0338239604706588,0.6
"60-65%",292,8,0.625,20,19.6666666666667,0.0614686096956121,0.8
"60-65%",292,8,0.625,21,20.8666666666667,0.0959935515796017,0.8
"60-65%",292,8,0.625,22,21.2,0.138303324102811,0.8
"60-65%",292,8,0.625,23,20.7333333333333,0.190035188672482,0.866666666666667
"60-65%",292,8,0.625,24,24.6666666666667,0.248966880681237,1.13333333333333
"60-65%",292,8,0.625,25,24.6,0.31457103976316,1.26666666666667
"60-65%",292,8,0.625,26,25.6,0.389366101735241,1.26666666666667
"60-65%",292,8,0.625,27,26.8666666666667,0.471855808205743,1.4
"60-65%",292,8,0.625,28,28.1333333333333,0.561994229672151,1.66666666666667
"60-65%",292,8,0.625,29,29,0.659632860711882,1.53333333333333
"60-65%",292,8,0.625,30,30.3333333333333,0.765278091497005,1.73333333333333
"60-65%",292,8,0.625,31,31.0666666666667,0.878883963760896,2
"60-65%",292,8,0.625,32,32,1,2
"60-65%",307,9,0.625,1,31,0.878849671648799,0.933333333333333
"60-65%",307,9,0.625,2,29.8,0.765217195558172,0.133333333333333
"60-65%",307,9,0.625,3,29,0.659653320843401,0.2
"60-65%",307,9,0.625,4,26.4,0.562276622077503,0
"60-65%",307,9,0.625,5,26.2666666666667,0.471540975391634,0
"60-65%",307,9,0.625,6,22.4,0.389443776552565,0
"60-65%",307,9,0.625,7,23.5333333333333,0.315272687683216,0
"60-65%",307,9,0.625,8,22,0.248155264521116,0
"60-65%",307,9,0.625,9,21.0666666666667,0.188691277729628,0
"60-65%",307,9,0.625,10,19.4666666666667,0.139645987149944,0
"60-65%",307,9,0.625,11,18.8,0.0960603237075792,0
"60-65%",307,9,0.625,12,16.4666666666667,0.0609879236476162,0
"60-65%",307,9,0.625,13,17,0.0337001117125256,0
"60-65%",307,9,0.625,14,16.1333333333333,0.0135081586848229,0
"60-65%",307,9,0.625,15,16.4666666666667,0.00288694305676463,0
"60-65%",307,9,0.625,16,16,-0.00196492767341759,0
"60-65%",307,9,0.625,17,16.1333333333333,0.00197144149161032,0
"60-65%",307,9,0.625,18,15.6666666666667,0.0133217491074869,0
"60-65%",307,9,0.625,19,16.4,0.033318024163364,0
"60-65%",307,9,0.625,20,17,0.0617865996207291,0
"60-65%",307,9,0.625,21,17.1333333333333,0.0966087580958103,0
"60-65%",307,9,0.625,22,20.0666666666667,0.138239231302435,0
"60-65%",307,9,0.625,23,21.4,0.189928194393665,0
"60-65%",307,9,0.625,24,21,0.249227689281436,0
"60-65%",307,9,0.625,25,21.6666666666667,0.315386125029116,0
"60-65%",307,9,0.625,26,23.8,0.389217829817713,0
"60-65%",307,9,0.625,27,26.2666666666667,0.471390861181486,0
"60-65%",307,9,0.625,28,27.0666666666667,0.562464458627579,0
"60-65%",307,9,0.625,29,28.8666666666667,0.659496750606623,0.0666666666666667
"60-65%",307,9,0.625,30,29.9333333333333,0.76546193342799,0.4
"60-65%",307,9,0.625,31,31,0.878901109816945,0.933333333333333
"60-65%",307,9,0.625,32,32,1,2
"60-65%",321,10,0.625,1,31,0.878866817704848,1.66666666666667
"60-65%",321,10,0.625,2,29.8,0.765503300130204,1.6
"60-65%",321,10,0.625,3,28.9333333333333,0.659496750606623,1.4
"60-65%",321,10,0.625,4,27.8,0.561457468601851,1
"60-65%",321,10,0.625,5,24.5333333333333,0.472470180262245,0.733333333333333
"60-65%",321,10,0.625,6,25,0.389693495828685,0.666666666666667
"60-65%",321,10,0.625,7,22.4,0.315268482914285,0.333333333333333
"60-65%",321,10,0.625,8,21.2666666666667,0.247546744158587,0.4
"60-65%",321,10,0.625,9,21.7333333333333,0.189616593882817,0.333333333333333
