"bin","tree_id","tree_in_bin","prop1","k","rep","mast","coph","preserved_cherries"
"45-50%",83,2,0.46875,31,12,31,0.878959221353742,0
"45-50%",83,2,0.46875,31,13,16,0.878912955599277,0
"45-50%",83,2,0.46875,31,14,16,0.878912955599277,0
"45-50%",83,2,0.46875,31,15,16,0.878912955599277,0
"45-50%",83,2,0.46875,32,1,32,1,2
"45-50%",83,2,0.46875,32,2,32,1,2
"45-50%",83,2,0.46875,32,3,32,1,2
"45-50%",83,2,0.46875,32,4,32,1,2
"45-50%",83,2,0.46875,32,5,32,1,2
"45-50%",83,2,0.46875,32,6,32,1,2
"45-50%",83,2,0.46875,32,7,32,1,2
"45-50%",83,2,0.46875,32,8,32,1,2
"45-50%",83,2,0.46875,32,9,32,1,2
"45-50%",83,2,0.46875,32,10,32,1,2
"45-50%",83,2,0.46875,32,11,32,1,2
"45-50%",83,2,0.46875,32,12,32,1,2
"45-50%",83,2,0.46875,32,13,32,1,2
"45-50%",83,2,0.46875,32,14,32,1,2
"45-50%",83,2,0.46875,32,15,32,1,2
"75-80%",84,4,0.78125,1,1,31,0.864935905371599,1
"75-80%",84,4,0.78125,1,2,31,0.87077168272868,1
"75-80%",84,4,0.78125,1,3,31,0.864935905371599,1
"75-80%",84,4,0.78125,1,4,31,0.864935905371599,1
"75-80%",84,4,0.78125,1,5,31,0.87077168272868,1
"75-80%",84,4,0.78125,1,6,31,0.87077168272868,1
"75-80%",84,4,0.78125,1,7,31,0.87077168272868,1
"75-80%",84,4,0.78125,1,8,31,0.87077168272868,1
"75-80%",84,4,0.78125,1,9,31,0.87077168272868,1
"75-80%",84,4,0.78125,1,10,31,0.87077168272868,1
"75-80%",84,4,0.78125,1,11,31,0.864935905371599,1
"75-80%",84,4,0.78125,1,12,31,0.87077168272868,1
"75-80%",84,4,0.78125,1,13,31,0.87077168272868,1
"75-80%",84,4,0.78125,1,14,31,0.87077168272868,1
"75-80%",84,4,0.78125,1,15,31,0.87077168272868,1
"75-80%",84,4,0.78125,2,1,30,0.757248994936475,1
"75-80%",84,4,0.78125,2,2,30,0.757248994936475,1
"75-80%",84,4,0.78125,2,3,30,0.757248994936475,1
"75-80%",84,4,0.78125,2,4,30,0.739550657058075,0
"75-80%",84,4,0.78125,2,5,30,0.757248994936475,1
"75-80%",84,4,0.78125,2,6,29,0.757248994936475,0
"75-80%",84,4,0.78125,2,7,30,0.739550657058075,0
"75-80%",84,4,0.78125,2,8,30,0.739550657058075,0
"75-80%",84,4,0.78125,2,9,30,0.739550657058075,0
"75-80%",84,4,0.78125,2,10,30,0.739550657058075,0
"75-80%",84,4,0.78125,2,11,30,0.739550657058075,0
"75-80%",84,4,0.78125,2,12,30,0.757248994936475,1
"75-80%",84,4,0.78125,2,13,30,0.739550657058075,0
"75-80%",84,4,0.78125,2,14,30,0.757248994936475,1
"75-80%",84,4,0.78125,2,15,30,0.757248994936475,1
"75-80%",84,4,0.78125,3,1,29,0.655518980608224,1
"75-80%",84,4,0.78125,3,2,29,0.655518980608224,1
"75-80%",84,4,0.78125,3,3,29,0.632611906255878,1
"75-80%",84,4,0.78125,3,4,29,0.655518980608224,1
"75-80%",84,4,0.78125,3,5,29,0.632611906255878,0
"75-80%",84,4,0.78125,3,6,29,0.632611906255878,0
"75-80%",84,4,0.78125,3,7,29,0.632611906255878,0
"75-80%",84,4,0.78125,3,8,29,0.632611906255878,0
"75-80%",84,4,0.78125,3,9,29,0.655518980608224,1
"75-80%",84,4,0.78125,3,10,29,0.614772030650352,0
"75-80%",84,4,0.78125,3,11,29,0.632611906255878,0
"75-80%",84,4,0.78125,3,12,29,0.614436488413877,1
"75-80%",84,4,0.78125,3,13,29,0.632611906255878,0
"75-80%",84,4,0.78125,3,14,29,0.655518980608224,1
"75-80%",84,4,0.78125,3,15,29,0.632611906255878,0
"75-80%",84,4,0.78125,4,1,28,0.539089438579335,0
"75-80%",84,4,0.78125,4,2,28,0.539089438579335,0
"75-80%",84,4,0.78125,4,3,28,0.493974355662318,0
"75-80%",84,4,0.78125,4,4,28,0.539089438579335,0
"75-80%",84,4,0.78125,4,5,27,0.56308318190117,0
"75-80%",84,4,0.78125,4,6,28,0.493974355662318,0
"75-80%",84,4,0.78125,4,7,28,0.539089438579335,0
"75-80%",84,4,0.78125,4,8,27,0.56308318190117,0
"75-80%",84,4,0.78125,4,9,28,0.56308318190117,1
"75-80%",84,4,0.78125,4,10,28,0.539089438579335,0
"75-80%",84,4,0.78125,4,11,28,0.513827893175074,0
"75-80%",84,4,0.78125,4,12,28,0.539089438579335,0
"75-80%",84,4,0.78125,4,13,28,0.513827893175074,0
"75-80%",84,4,0.78125,4,14,28,0.539089438579335,0
"75-80%",84,4,0.78125,4,15,28,0.56308318190117,1
"75-80%",84,4,0.78125,5,1,26,0.478343469219257,0
"75-80%",84,4,0.78125,5,2,27,0.428474954993477,0
"75-80%",84,4,0.78125,5,3,27,0.45588040536995,0
"75-80%",84,4,0.78125,5,4,26,0.478343469219257,0
"75-80%",84,4,0.78125,5,5,27,0.45588040536995,0
"75-80%",84,4,0.78125,5,6,27,0.45588040536995,0
"75-80%",84,4,0.78125,5,7,26,0.478343469219257,0
"75-80%",84,4,0.78125,5,8,27,0.45588040536995,0
"75-80%",84,4,0.78125,5,9,27,0.478343469219257,1
"75-80%",84,4,0.78125,5,10,27,0.478343469219257,1
"75-80%",84,4,0.78125,5,11,26,0.478343469219257,0
"75-80%",84,4,0.78125,5,12,27,0.45588040536995,0
"75-80%",84,4,0.78125,5,13,27,0.428474954993477,0
"75-80%",84,4,0.78125,5,14,27,0.45588040536995,0
"75-80%",84,4,0.78125,5,15,26,0.478343469219257,0
"75-80%",84,4,0.78125,6,1,26,0.354492890892525,0
"75-80%",84,4,0.78125,6,2,26,0.381029478840382,0
"75-80%",84,4,0.78125,6,3,26,0.354492890892525,0
"75-80%",84,4,0.78125,6,4,26,0.354492890892525,0
"75-80%",84,4,0.78125,6,5,26,0.354492890892525,0
"75-80%",84,4,0.78125,6,6,26,0.381029478840382,0
"75-80%",84,4,0.78125,6,7,26,0.354492890892525,0
"75-80%",84,4,0.78125,6,8,26,0.400302091418813,1
"75-80%",84,4,0.78125,6,9,26,0.354492890892525,0
"75-80%",84,4,0.78125,6,10,26,0.381029478840382,0
"75-80%",84,4,0.78125,6,11,26,0.354492890892525,0
"75-80%",84,4,0.78125,6,12,26,0.322831708350996,0
"75-80%",84,4,0.78125,6,13,26,0.381029478840382,0
"75-80%",84,4,0.78125,6,14,26,0.354492890892525,1
"75-80%",84,4,0.78125,6,15,26,0.381029478840382,0
"75-80%",84,4,0.78125,7,1,25,0.31330852566113,0
"75-80%",84,4,0.78125,7,2,25,0.289514926004723,0
"75-80%",84,4,0.78125,7,3,25,0.328370882780884,1
"75-80%",84,4,0.78125,7,4,25,0.289514926004723,0
"75-80%",84,4,0.78125,7,5,25,0.328370882780884,1
"75-80%",84,4,0.78125,7,6,25,0.258360828941476,0
"75-80%",84,4,0.78125,7,7,25,0.289514926004723,0
"75-80%",84,4,0.78125,7,8,25,0.289514926004723,0
"75-80%",84,4,0.78125,7,9,25,0.220794547480314,0
"75-80%",84,4,0.78125,7,10,25,0.289514926004723,0
"75-80%",84,4,0.78125,7,11,24,0.328370882780884,0
"75-80%",84,4,0.78125,7,12,25,0.289514926004723,0
"75-80%",84,4,0.78125,7,13,25,0.220794547480314,0
"75-80%",84,4,0.78125,7,14,25,0.31330852566113,0
"75-80%",84,4,0.78125,7,15,25,0.289514926004723,0
"75-80%",84,4,0.78125,8,1,24,0.251969331396466,0
"75-80%",84,4,0.78125,8,2,24,0.251969331396466,0
"75-80%",84,4,0.78125,8,3,24,0.232076449063374,0
"75-80%",84,4,0.78125,8,4,24,0.232076449063374,1
"75-80%",84,4,0.78125,8,5,24,0.203459351876043,0
"75-80%",84,4,0.78125,8,6,24,0.251969331396466,0
"75-80%",84,4,0.78125,8,7,24,0.251969331396466,0
"75-80%",84,4,0.78125,8,8,24,0.203459351876043,0
"75-80%",84,4,0.78125,8,9,24,0.232076449063374,0
"75-80%",84,4,0.78125,8,10,23,0.262238771608176,0
"75-80%",84,4,0.78125,8,11,24,0.251969331396466,0
"75-80%",84,4,0.78125,8,12,24,0.203459351876043,0
"75-80%",84,4,0.78125,8,13,24,0.203459351876043,0
"75-80%",84,4,0.78125,8,14,24,0.166562102585841,0
"75-80%",84,4,0.78125,8,15,24,0.203459351876043,0
"75-80%",84,4,0.78125,9,1,23,0.181280570814629,0
"75-80%",84,4,0.78125,9,2,23,0.181280570814629,0
"75-80%",84,4,0.78125,9,3,23,0.196584959219205,0
"75-80%",84,4,0.78125,9,4,23,0.15642254251254,0
"75-80%",84,4,0.78125,9,5,23,0.15642254251254,0
"75-80%",84,4,0.78125,9,6,17,0.201772560503421,0
"75-80%",84,4,0.78125,9,7,23,0.181280570814629,0
"75-80%",84,4,0.78125,9,8,23,0.181280570814629,0
"75-80%",84,4,0.78125,9,9,23,0.15642254251254,0
"75-80%",84,4,0.78125,9,10,23,0.181280570814629,0
"75-80%",84,4,0.78125,9,11,23,0.181280570814629,0
"75-80%",84,4,0.78125,9,12,23,0.196584959219205,0
"75-80%",84,4,0.78125,9,13,23,0.181280570814629,0
"75-80%",84,4,0.78125,9,14,23,0.15642254251254,0
"75-80%",84,4,0.78125,9,15,23,0.181280570814629,0
"75-80%",84,4,0.78125,10,1,22,0.136599406934641,0
"75-80%",84,4,0.78125,10,2,22,0.1469392859376,0
"75-80%",84,4,0.78125,10,3,22,0.136599406934641,0
"75-80%",84,4,0.78125,10,4,22,0.1469392859376,0
"75-80%",84,4,0.78125,10,5,22,0.116224092570146,0
"75-80%",84,4,0.78125,10,6,22,0.116224092570146,0
"75-80%",84,4,0.78125,10,7,22,0.136599406934641,0
"75-80%",84,4,0.78125,10,8,22,0.0859888215298912,0
"75-80%",84,4,0.78125,10,9,22,0.136599406934641,0
"75-80%",84,4,0.78125,10,10,18,0.1469392859376,0
"75-80%",84,4,0.78125,10,11,22,0.116224092570146,0
"75-80%",84,4,0.78125,10,12,22,0.1469392859376,0
"75-80%",84,4,0.78125,10,13,22,0.136599406934641,0
"75-80%",84,4,0.78125,10,14,22,0.136599406934641,0
"75-80%",84,4,0.78125,10,15,22,0.1469392859376,0
"75-80%",84,4,0.78125,11,1,21,0.0822596046797536,0
"75-80%",84,4,0.78125,11,2,21,0.097745516547945,0
"75-80%",84,4,0.78125,11,3,21,0.097745516547945,0
"75-80%",84,4,0.78125,11,4,21,0.097745516547945,0
"75-80%",84,4,0.78125,11,5,21,0.097745516547945,0
"75-80%",84,4,0.78125,11,6,17,0.102945183930317,0
"75-80%",84,4,0.78125,11,7,21,0.0566032548934037,0
"75-80%",84,4,0.78125,11,8,15,0.102945183930317,0
"75-80%",84,4,0.78125,11,9,21,0.097745516547945,0
"75-80%",84,4,0.78125,11,10,16,0.102945183930317,0
"75-80%",84,4,0.78125,11,11,21,0.0822596046797536,0
"75-80%",84,4,0.78125,11,12,21,0.097745516547945,0
"75-80%",84,4,0.78125,11,13,21,0.097745516547945,0
"75-80%",84,4,0.78125,11,14,17,0.102945183930317,0
"75-80%",84,4,0.78125,11,15,17,0.102945183930317,0
"75-80%",84,4,0.78125,12,1,20,0.0541923180333377,0
"75-80%",84,4,0.78125,12,2,20,0.0541923180333377,0
"75-80%",84,4,0.78125,12,3,20,0.0541923180333377,0
"75-80%",84,4,0.78125,12,4,20,0.0645825104586165,0
"75-80%",84,4,0.78125,12,5,20,0.0645825104586165,0
"75-80%",84,4,0.78125,12,6,20,0.0645825104586165,0
"75-80%",84,4,0.78125,12,7,20,0.0541923180333377,0
"75-80%",84,4,0.78125,12,8,20,0.00208129985406826,0
"75-80%",84,4,0.78125,12,9,15,0.0645825104586165,0
"75-80%",84,4,0.78125,12,10,20,0.0645825104586165,1
"75-80%",84,4,0.78125,12,11,14,0.0645825104586165,0
"75-80%",84,4,0.78125,12,12,20,0.0541923180333377,0
"75-80%",84,4,0.78125,12,13,20,0.0645825104586165,1
"75-80%",84,4,0.78125,12,14,20,0.0645825104586165,0
"75-80%",84,4,0.78125,12,15,20,0.0645825104586165,0
"75-80%",84,4,0.78125,13,1,21,0.0162456272565031,0
"75-80%",84,4,0.78125,13,2,19,-0.00994293685268744,0
"75-80%",84,4,0.78125,13,3,19,0.0318525547671052,0
"75-80%",84,4,0.78125,13,4,16,0.0318525547671052,0
"75-80%",84,4,0.78125,13,5,19,0.0318525547671052,0
"75-80%",84,4,0.78125,13,6,19,0.0318525547671052,0
"75-80%",84,4,0.78125,13,7,19,-0.00994293685268744,0
"75-80%",84,4,0.78125,13,8,19,0.0318525547671052,0
"75-80%",84,4,0.78125,13,9,19,0.0370602662149141,0
"75-80%",84,4,0.78125,13,10,19,0.0162456272565031,0
"75-80%",84,4,0.78125,13,11,19,0.0162456272565031,0
"75-80%",84,4,0.78125,13,12,15,0.0162456272565031,0
"75-80%",84,4,0.78125,13,13,17,0.0370602662149141,0
"75-80%",84,4,0.78125,13,14,19,0.0162456272565031,0
"75-80%",84,4,0.78125,13,15,19,0.0318525547671052,0
"75-80%",84,4,0.78125,14,1,18,0.00474806469255558,0
"75-80%",84,4,0.78125,14,2,18,0.0151684451712267,0
"75-80%",84,4,0.78125,14,3,18,0.00474806469255558,0
"75-80%",84,4,0.78125,14,4,18,0.0151684451712267,0
"75-80%",84,4,0.78125,14,5,18,0.0151684451712267,0
"75-80%",84,4,0.78125,14,6,15,0.00474806469255558,0
"75-80%",84,4,0.78125,14,7,17,0.0151684451712267,0
"75-80%",84,4,0.78125,14,8,18,0.0151684451712267,0
"75-80%",84,4,0.78125,14,9,15,0.00474806469255558,0
"75-80%",84,4,0.78125,14,10,19,0.00474806469255558,0
"75-80%",84,4,0.78125,14,11,18,0.00474806469255558,0
"75-80%",84,4,0.78125,14,12,16,0.0151684451712267,0
"75-80%",84,4,0.78125,14,13,18,0.0151684451712267,0
"75-80%",84,4,0.78125,14,14,18,0.00474806469255558,0
"75-80%",84,4,0.78125,14,15,18,0.00474806469255558,0
"75-80%",84,4,0.78125,15,1,15,-0.00109392612331472,0
"75-80%",84,4,0.78125,15,2,17,-0.0167613614551222,0
"75-80%",84,4,0.78125,15,3,19,0.00411780735721268,0
"75-80%",84,4,0.78125,15,4,19,-0.00109392612331472,0
"75-80%",84,4,0.78125,15,5,17,0.00411780735721268,0
"75-80%",84,4,0.78125,15,6,16,-0.0167613614551222,0
"75-80%",84,4,0.78125,15,7,17,-0.0167613614551222,0
"75-80%",84,4,0.78125,15,8,17,0.00411780735721268,0
"75-80%",84,4,0.78125,15,9,17,-0.00109392612331472,0
"75-80%",84,4,0.78125,15,10,15,-0.00109392612331472,0
"75-80%",84,4,0.78125,15,11,15,0.00411780735721268,0
"75-80%",84,4,0.78125,15,12,18,-0.00109392612331472,0
"75-80%",84,4,0.78125,15,13,17,-0.00109392612331472,0
"75-80%",84,4,0.78125,15,14,17,0.00411780735721268,0
"75-80%",84,4,0.78125,15,15,17,0.00411780735721268,0
"75-80%",84,4,0.78125,16,1,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,2,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,3,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,4,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,5,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,6,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,7,17,-0.0117333530877051,0
"75-80%",84,4,0.78125,16,8,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,9,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,10,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,11,16,-0.0117333530877051,0
"75-80%",84,4,0.78125,16,12,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,13,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,14,16,-0.00130290992456985,0
"75-80%",84,4,0.78125,16,15,18,-0.00130290992456985,0
"75-80%",84,4,0.78125,17,1,15,0.00411780735721268,0
"75-80%",84,4,0.78125,17,2,15,0.00411780735721268,0
"75-80%",84,4,0.78125,17,3,15,-0.00109392612331472,0
"75-80%",84,4,0.78125,17,4,17,-0.00109392612331472,0
"75-80%",84,4,0.78125,17,5,17,-0.00109392612331472,0
"75-80%",84,4,0.78125,17,6,15,-0.00109392612331472,0
"75-80%",84,4,0.78125,17,7,17,-0.043216032725733,0
"75-80%",84,4,0.78125,17,8,15,-0.00109392612331472,0
"75-80%",84,4,0.78125,17,9,17,0.00411780735721268,0
"75-80%",84,4,0.78125,17,10,18,0.00411780735721268,0
"75-80%",84,4,0.78125,17,11,17,-0.00109392612331472,0
"75-80%",84,4,0.78125,17,12,15,-0.00109392612331472,0
"75-80%",84,4,0.78125,17,13,17,0.00411780735721268,0
"75-80%",84,4,0.78125,17,14,17,0.00411780735721268,0
"75-80%",84,4,0.78125,17,15,17,-0.00109392612331472,0
"75-80%",84,4,0.78125,18,1,18,0.0151684451712267,0
"75-80%",84,4,0.78125,18,2,18,-0.0161786005649723,0
"75-80%",84,4,0.78125,18,3,18,0.0151684451712267,0
"75-80%",84,4,0.78125,18,4,14,0.0151684451712267,0
"75-80%",84,4,0.78125,18,5,18,0.0151684451712267,0
"75-80%",84,4,0.78125,18,6,19,-0.0482632131514255,0
"75-80%",84,4,0.78125,18,7,18,0.00474806469255558,0
"75-80%",84,4,0.78125,18,8,18,0.00474806469255558,0
"75-80%",84,4,0.78125,18,9,18,0.0151684451712267,0
"75-80%",84,4,0.78125,18,10,14,0.0151684451712267,0
"75-80%",84,4,0.78125,18,11,18,0.0151684451712267,0
"75-80%",84,4,0.78125,18,12,18,0.0151684451712267,0
"75-80%",84,4,0.78125,18,13,18,0.0151684451712267,0
"75-80%",84,4,0.78125,18,14,15,0.0151684451712267,0
"75-80%",84,4,0.78125,18,15,14,0.0151684451712267,0
"75-80%",84,4,0.78125,19,1,19,0.0370602662149141,0
"75-80%",84,4,0.78125,19,2,19,0.0162456272565031,0
"75-80%",84,4,0.78125,19,3,19,0.0370602662149141,0
"75-80%",84,4,0.78125,19,4,19,0.0318525547671052,0
"75-80%",84,4,0.78125,19,5,19,0.0162456272565031,0
"75-80%",84,4,0.78125,19,6,15,0.0370602662149141,0
"75-80%",84,4,0.78125,19,7,19,0.0370602662149141,0
"75-80%",84,4,0.78125,19,8,19,-0.00994293685268744,0
"75-80%",84,4,0.78125,19,9,15,0.0318525547671052,0
"75-80%",84,4,0.78125,19,10,19,0.0318525547671052,0
"75-80%",84,4,0.78125,19,11,19,0.0318525547671052,0
"75-80%",84,4,0.78125,19,12,19,0.0318525547671052,0
"75-80%",84,4,0.78125,19,13,13,0.0162456272565031,0
"75-80%",84,4,0.78125,19,14,19,-0.00994293685268744,0
"75-80%",84,4,0.78125,19,15,17,0.0318525547671052,0
"75-80%",84,4,0.78125,20,1,18,0.0645825104586165,0
"75-80%",84,4,0.78125,20,2,20,0.0541923180333377,0
"75-80%",84,4,0.78125,20,3,20,0.0645825104586165,1
"75-80%",84,4,0.78125,20,4,20,0.0541923180333377,0
"75-80%",84,4,0.78125,20,5,16,0.0645825104586165,0
"75-80%",84,4,0.78125,20,6,20,0.0645825104586165,0
"75-80%",84,4,0.78125,20,7,20,0.0645825104586165,0
"75-80%",84,4,0.78125,20,8,19,0.0541923180333377,0
"75-80%",84,4,0.78125,20,9,20,0.0541923180333377,0
"75-80%",84,4,0.78125,20,10,20,0.0541923180333377,0
"75-80%",84,4,0.78125,20,11,20,0.033472409360697,0
"75-80%",84,4,0.78125,20,12,20,0.0541923180333377,0
"75-80%",84,4,0.78125,20,13,20,0.00208129985406826,0
"75-80%",84,4,0.78125,20,14,20,0.0541923180333377,0
"75-80%",84,4,0.78125,20,15,20,0.0541923180333377,0
"75-80%",84,4,0.78125,21,1,21,0.097745516547945,0
"75-80%",84,4,0.78125,21,2,21,0.097745516547945,0
"75-80%",84,4,0.78125,21,3,21,0.0566032548934037,0
"75-80%",84,4,0.78125,21,4,21,0.102945183930317,0
"75-80%",84,4,0.78125,21,5,21,0.0822596046797536,0
"75-80%",84,4,0.78125,21,6,21,0.0566032548934037,0
"75-80%",84,4,0.78125,21,7,21,0.097745516547945,0
"75-80%",84,4,0.78125,21,8,21,0.097745516547945,0
"75-80%",84,4,0.78125,21,9,21,0.097745516547945,0
"75-80%",84,4,0.78125,21,10,21,0.097745516547945,0
"75-80%",84,4,0.78125,21,11,21,0.097745516547945,0
"75-80%",84,4,0.78125,21,12,15,0.102945183930317,0
"75-80%",84,4,0.78125,21,13,21,0.102945183930317,0
"75-80%",84,4,0.78125,21,14,21,0.0822596046797536,0
"75-80%",84,4,0.78125,21,15,21,0.0822596046797536,0
"75-80%",84,4,0.78125,22,1,22,0.1469392859376,0
"75-80%",84,4,0.78125,22,2,22,0.116224092570146,0
"75-80%",84,4,0.78125,22,3,22,0.1469392859376,0
"75-80%",84,4,0.78125,22,4,22,0.116224092570146,0
"75-80%",84,4,0.78125,22,5,22,0.136599406934641,0
"75-80%",84,4,0.78125,22,6,22,0.116224092570146,0
"75-80%",84,4,0.78125,22,7,22,0.0859888215298912,0
"75-80%",84,4,0.78125,22,8,22,0.136599406934641,0
"75-80%",84,4,0.78125,22,9,22,0.116224092570146,0
"75-80%",84,4,0.78125,22,10,22,0.116224092570146,0
"75-80%",84,4,0.78125,22,11,22,0.136599406934641,0
"75-80%",84,4,0.78125,22,12,22,0.1469392859376,0
"75-80%",84,4,0.78125,22,13,18,0.1469392859376,0
"75-80%",84,4,0.78125,22,14,22,0.136599406934641,0
"75-80%",84,4,0.78125,22,15,22,0.0859888215298912,0
"75-80%",84,4,0.78125,23,1,23,0.181280570814629,0
"75-80%",84,4,0.78125,23,2,16,0.201772560503421,0
"75-80%",84,4,0.78125,23,3,23,0.181280570814629,0
"75-80%",84,4,0.78125,23,4,23,0.196584959219205,0
"75-80%",84,4,0.78125,23,5,23,0.181280570814629,0
"75-80%",84,4,0.78125,23,6,23,0.122269528099876,0
"75-80%",84,4,0.78125,23,7,23,0.181280570814629,0
"75-80%",84,4,0.78125,23,8,23,0.181280570814629,0
"75-80%",84,4,0.78125,23,9,23,0.181280570814629,0
"75-80%",84,4,0.78125,23,10,23,0.15642254251254,0
"75-80%",84,4,0.78125,23,11,23,0.15642254251254,0
"75-80%",84,4,0.78125,23,12,23,0.15642254251254,0
"75-80%",84,4,0.78125,23,13,23,0.181280570814629,0
"75-80%",84,4,0.78125,23,14,23,0.15642254251254,0
"75-80%",84,4,0.78125,23,15,23,0.181280570814629,0
"75-80%",84,4,0.78125,24,1,24,0.232076449063374,0
"75-80%",84,4,0.78125,24,2,24,0.251969331396466,0
"75-80%",84,4,0.78125,24,3,24,0.120157897621293,0
"75-80%",84,4,0.78125,24,4,24,0.251969331396466,0
"75-80%",84,4,0.78125,24,5,24,0.251969331396466,0
"75-80%",84,4,0.78125,24,6,24,0.251969331396466,0
"75-80%",84,4,0.78125,24,7,24,0.232076449063374,0
"75-80%",84,4,0.78125,24,8,24,0.251969331396466,0
"75-80%",84,4,0.78125,24,9,24,0.251969331396466,0
"75-80%",84,4,0.78125,24,10,24,0.232076449063374,0
"75-80%",84,4,0.78125,24,11,24,0.203459351876043,0
"75-80%",84,4,0.78125,24,12,24,0.232076449063374,0
"75-80%",84,4,0.78125,24,13,24,0.203459351876043,0
"75-80%",84,4,0.78125,24,14,24,0.166562102585841,0
"75-80%",84,4,0.78125,24,15,24,0.232076449063374,0
"75-80%",84,4,0.78125,25,1,24,0.328370882780884,0
"75-80%",84,4,0.78125,25,2,25,0.31330852566113,0
"75-80%",84,4,0.78125,25,3,25,0.289514926004723,0
"75-80%",84,4,0.78125,25,4,25,0.31330852566113,0
"75-80%",84,4,0.78125,25,5,25,0.31330852566113,0
"75-80%",84,4,0.78125,25,6,25,0.31330852566113,0
"75-80%",84,4,0.78125,25,7,25,0.31330852566113,0
"75-80%",84,4,0.78125,25,8,25,0.258360828941476,0
"75-80%",84,4,0.78125,25,9,25,0.289514926004723,0
"75-80%",84,4,0.78125,25,10,25,0.31330852566113,0
"75-80%",84,4,0.78125,25,11,25,0.31330852566113,0
"75-80%",84,4,0.78125,25,12,25,0.258360828941476,0
"75-80%",84,4,0.78125,25,13,25,0.31330852566113,0
"75-80%",84,4,0.78125,25,14,25,0.31330852566113,0
"75-80%",84,4,0.78125,25,15,25,0.258360828941476,0
"75-80%",84,4,0.78125,26,1,26,0.354492890892525,0
"75-80%",84,4,0.78125,26,2,26,0.381029478840382,0
"75-80%",84,4,0.78125,26,3,26,0.381029478840382,0
"75-80%",84,4,0.78125,26,4,26,0.381029478840382,0
"75-80%",84,4,0.78125,26,5,26,0.381029478840382,0
"75-80%",84,4,0.78125,26,6,26,0.354492890892525,0
"75-80%",84,4,0.78125,26,7,26,0.354492890892525,0
"75-80%",84,4,0.78125,26,8,26,0.381029478840382,0
"75-80%",84,4,0.78125,26,9,26,0.354492890892525,0
"75-80%",84,4,0.78125,26,10,26,0.322831708350996,0
"75-80%",84,4,0.78125,26,11,26,0.381029478840382,0
"75-80%",84,4,0.78125,26,12,26,0.381029478840382,0
"75-80%",84,4,0.78125,26,13,26,0.400302091418813,1
"75-80%",84,4,0.78125,26,14,26,0.381029478840382,0
"75-80%",84,4,0.78125,26,15,25,0.400302091418813,0
"75-80%",84,4,0.78125,27,1,27,0.45588040536995,0
"75-80%",84,4,0.78125,27,2,27,0.428474954993477,0
"75-80%",84,4,0.78125,27,3,27,0.428474954993477,0
"75-80%",84,4,0.78125,27,4,27,0.45588040536995,0
"75-80%",84,4,0.78125,27,5,27,0.45588040536995,0
"75-80%",84,4,0.78125,27,6,27,0.428474954993477,0
"75-80%",84,4,0.78125,27,7,27,0.478343469219257,1
"75-80%",84,4,0.78125,27,8,27,0.478343469219257,1
"75-80%",84,4,0.78125,27,9,27,0.45588040536995,0
"75-80%",84,4,0.78125,27,10,27,0.45588040536995,0
"75-80%",84,4,0.78125,27,11,27,0.45588040536995,0
"75-80%",84,4,0.78125,27,12,26,0.478343469219257,0
"75-80%",84,4,0.78125,27,13,27,0.478343469219257,1
"75-80%",84,4,0.78125,27,14,27,0.45588040536995,0
"75-80%",84,4,0.78125,27,15,27,0.428474954993477,0
"75-80%",84,4,0.78125,28,1,28,0.56308318190117,1
"75-80%",84,4,0.78125,28,2,28,0.539089438579335,0
"75-80%",84,4,0.78125,28,3,28,0.539089438579335,0
"75-80%",84,4,0.78125,28,4,28,0.56308318190117,1
"75-80%",84,4,0.78125,28,5,28,0.513827893175074,0
"75-80%",84,4,0.78125,28,6,28,0.513827893175074,0
"75-80%",84,4,0.78125,28,7,28,0.539089438579335,0
"75-80%",84,4,0.78125,28,8,28,0.539089438579335,0
"75-80%",84,4,0.78125,28,9,28,0.539089438579335,0
"75-80%",84,4,0.78125,28,10,28,0.513827893175074,0
"75-80%",84,4,0.78125,28,11,28,0.539089438579335,0
"75-80%",84,4,0.78125,28,12,28,0.513827893175074,0
"75-80%",84,4,0.78125,28,13,28,0.539089438579335,0
"75-80%",84,4,0.78125,28,14,28,0.56308318190117,1
"75-80%",84,4,0.78125,28,15,28,0.539089438579335,0
"75-80%",84,4,0.78125,29,1,29,0.632611906255878,0
"75-80%",84,4,0.78125,29,2,29,0.632611906255878,0
"75-80%",84,4,0.78125,29,3,29,0.632611906255878,0
"75-80%",84,4,0.78125,29,4,28,0.655518980608224,0
"75-80%",84,4,0.78125,29,5,29,0.655518980608224,1
"75-80%",84,4,0.78125,29,6,29,0.632611906255878,0
"75-80%",84,4,0.78125,29,7,29,0.632611906255878,0
"75-80%",84,4,0.78125,29,8,29,0.655518980608224,1
