"bin","tree_id","tree_in_bin","prop1","k","rep","mast","coph","preserved_cherries"
"65-70%",199,3,0.65625,14,9,17,0.0153168580119713,0
"65-70%",199,3,0.65625,14,10,17,0.0153168580119713,0
"65-70%",199,3,0.65625,14,11,20,0.0153168580119713,1
"65-70%",199,3,0.65625,14,12,18,0.0153168580119713,1
"65-70%",199,3,0.65625,14,13,23,0.012257904001236,1
"65-70%",199,3,0.65625,14,14,19,0.0153168580119713,1
"65-70%",199,3,0.65625,14,15,17,0.0153168580119713,0
"65-70%",199,3,0.65625,15,1,18,0.00239209544498145,1
"65-70%",199,3,0.65625,15,2,18,0.00239209544498145,0
"65-70%",199,3,0.65625,15,3,19,-0.00221214336470034,0
"65-70%",199,3,0.65625,15,4,17,0.00392501074595819,0
"65-70%",199,3,0.65625,15,5,19,0.00392501074595819,2
"65-70%",199,3,0.65625,15,6,19,0.00239209544498145,0
"65-70%",199,3,0.65625,15,7,18,0.00392501074595819,1
"65-70%",199,3,0.65625,15,8,18,0.00239209544498145,0
"65-70%",199,3,0.65625,15,9,20,0.00392501074595819,1
"65-70%",199,3,0.65625,15,10,20,0.00239209544498145,1
"65-70%",199,3,0.65625,15,11,20,-0.00221214336470034,0
"65-70%",199,3,0.65625,15,12,20,0.00239209544498145,1
"65-70%",199,3,0.65625,15,13,20,-0.00221214336470034,1
"65-70%",199,3,0.65625,15,14,19,0.00239209544498145,1
"65-70%",199,3,0.65625,15,15,19,0.00239209544498145,1
"65-70%",199,3,0.65625,16,1,20,-0.000383304755054338,0
"65-70%",199,3,0.65625,16,2,19,-0.00345185031323919,0
"65-70%",199,3,0.65625,16,3,18,-0.000383304755054338,0
"65-70%",199,3,0.65625,16,4,20,-0.000383304755054338,0
"65-70%",199,3,0.65625,16,5,21,-0.000383304755054338,2
"65-70%",199,3,0.65625,16,6,21,-0.000383304755054338,1
"65-70%",199,3,0.65625,16,7,19,-0.00345185031323919,1
"65-70%",199,3,0.65625,16,8,20,-0.00962856834742956,0
"65-70%",199,3,0.65625,16,9,18,-0.00345185031323919,0
"65-70%",199,3,0.65625,16,10,20,-0.00345185031323919,1
"65-70%",199,3,0.65625,16,11,19,-0.000383304755054338,0
"65-70%",199,3,0.65625,16,12,18,-0.000383304755054338,1
"65-70%",199,3,0.65625,16,13,18,-0.00345185031323919,0
"65-70%",199,3,0.65625,16,14,20,-0.00345185031323919,1
"65-70%",199,3,0.65625,16,15,17,-0.000383304755054338,0
"65-70%",199,3,0.65625,17,1,18,0.00239209544498145,0
"65-70%",199,3,0.65625,17,2,18,0.00239209544498145,0
"65-70%",199,3,0.65625,17,3,17,0.00392501074595819,1
"65-70%",199,3,0.65625,17,4,18,0.00392501074595819,1
"65-70%",199,3,0.65625,17,5,21,-0.00221214336470034,0
"65-70%",199,3,0.65625,17,6,20,0.00392501074595819,1
"65-70%",199,3,0.65625,17,7,19,0.00239209544498145,0
"65-70%",199,3,0.65625,17,8,19,0.00392501074595819,0
"65-70%",199,3,0.65625,17,9,23,-0.0212821017538937,0
"65-70%",199,3,0.65625,17,10,18,0.00239209544498145,0
"65-70%",199,3,0.65625,17,11,20,-0.00221214336470034,0
"65-70%",199,3,0.65625,17,12,18,0.00392501074595819,0
"65-70%",199,3,0.65625,17,13,18,0.00239209544498145,0
"65-70%",199,3,0.65625,17,14,20,-0.00221214336470034,1
"65-70%",199,3,0.65625,17,15,20,0.00392501074595819,1
"65-70%",199,3,0.65625,18,1,20,0.0153168580119713,1
"65-70%",199,3,0.65625,18,2,21,0.012257904001236,2
"65-70%",199,3,0.65625,18,3,20,0.012257904001236,1
"65-70%",199,3,0.65625,18,4,17,0.0153168580119713,0
"65-70%",199,3,0.65625,18,5,17,0.0153168580119713,0
"65-70%",199,3,0.65625,18,6,19,0.012257904001236,0
"65-70%",199,3,0.65625,18,7,20,0.00614687803299903,0
"65-70%",199,3,0.65625,18,8,23,0.00614687803299903,2
"65-70%",199,3,0.65625,18,9,20,0.012257904001236,1
"65-70%",199,3,0.65625,18,10,19,0.012257904001236,0
"65-70%",199,3,0.65625,18,11,19,0.0153168580119713,0
"65-70%",199,3,0.65625,18,12,22,0.012257904001236,1
"65-70%",199,3,0.65625,18,13,20,0.0153168580119713,1
"65-70%",199,3,0.65625,18,14,20,0.012257904001236,1
"65-70%",199,3,0.65625,18,15,19,0.0153168580119713,1
"65-70%",199,3,0.65625,19,1,21,0.0292494511554822,1
"65-70%",199,3,0.65625,19,2,21,0.033796015132943,2
"65-70%",199,3,0.65625,19,3,21,0.033796015132943,1
"65-70%",199,3,0.65625,19,4,22,0.0292494511554822,2
"65-70%",199,3,0.65625,19,5,19,0.0353250967136237,0
"65-70%",199,3,0.65625,19,6,21,0.0353250967136237,1
"65-70%",199,3,0.65625,19,7,21,0.0292494511554822,1
"65-70%",199,3,0.65625,19,8,23,0.0217422853775373,1
"65-70%",199,3,0.65625,19,9,20,0.0353250967136237,1
"65-70%",199,3,0.65625,19,10,21,0.0292494511554822,1
"65-70%",199,3,0.65625,19,11,20,0.033796015132943,2
"65-70%",199,3,0.65625,19,12,19,0.033796015132943,1
"65-70%",199,3,0.65625,19,13,19,0.0292494511554822,0
"65-70%",199,3,0.65625,19,14,18,0.033796015132943,0
"65-70%",199,3,0.65625,19,15,20,0.033796015132943,1
"65-70%",199,3,0.65625,20,1,21,0.0593871669446617,0
"65-70%",199,3,0.65625,20,2,19,0.0624173463130483,0
"65-70%",199,3,0.65625,20,3,22,0.0534732171742848,1
"65-70%",199,3,0.65625,20,4,21,0.0593871669446617,1
"65-70%",199,3,0.65625,20,5,24,0.0448475734893234,1
"65-70%",199,3,0.65625,20,6,20,0.0624173463130483,1
"65-70%",199,3,0.65625,20,7,23,0.0448475734893234,1
"65-70%",199,3,0.65625,20,8,20,0.0624173463130483,0
"65-70%",199,3,0.65625,20,9,22,0.0624173463130483,1
"65-70%",199,3,0.65625,20,10,22,0.0593871669446617,1
"65-70%",199,3,0.65625,20,11,17,0.0624173463130483,0
"65-70%",199,3,0.65625,20,12,21,0.0624173463130483,1
"65-70%",199,3,0.65625,20,13,22,0.0593871669446617,1
"65-70%",199,3,0.65625,20,14,19,0.0624173463130483,0
"65-70%",199,3,0.65625,20,15,20,0.0624173463130483,1
"65-70%",199,3,0.65625,21,1,21,0.0966038545088662,1
"65-70%",199,3,0.65625,21,2,22,0.0921726401958474,2
"65-70%",199,3,0.65625,21,3,16,0.0981252686489548,0
"65-70%",199,3,0.65625,21,4,22,0.0851727703536007,0
"65-70%",199,3,0.65625,21,5,24,0.0851727703536007,1
"65-70%",199,3,0.65625,21,6,24,0.0966038545088662,2
"65-70%",199,3,0.65625,21,7,22,0.0981252686489548,1
"65-70%",199,3,0.65625,21,8,16,0.0981252686489548,0
"65-70%",199,3,0.65625,21,9,16,0.0981252686489548,0
"65-70%",199,3,0.65625,21,10,18,0.0966038545088662,0
"65-70%",199,3,0.65625,21,11,20,0.0981252686489548,0
"65-70%",199,3,0.65625,21,12,21,0.0981252686489548,1
"65-70%",199,3,0.65625,21,13,24,0.0921726401958474,2
"65-70%",199,3,0.65625,21,14,17,0.0966038545088662,0
"65-70%",199,3,0.65625,21,15,17,0.0981252686489548,0
"65-70%",199,3,0.65625,22,1,21,0.140918160148177,0
"65-70%",199,3,0.65625,22,2,22,0.137935938517038,2
"65-70%",199,3,0.65625,22,3,21,0.132350449076428,0
"65-70%",199,3,0.65625,22,4,22,0.140918160148177,1
"65-70%",199,3,0.65625,22,5,23,0.140918160148177,2
"65-70%",199,3,0.65625,22,6,23,0.132350449076428,1
"65-70%",199,3,0.65625,22,7,24,0.137935938517038,1
"65-70%",199,3,0.65625,22,8,23,0.140918160148177,2
"65-70%",199,3,0.65625,22,9,23,0.137935938517038,1
"65-70%",199,3,0.65625,22,10,21,0.140918160148177,0
"65-70%",199,3,0.65625,22,11,17,0.140918160148177,0
"65-70%",199,3,0.65625,22,12,24,0.137935938517038,2
"65-70%",199,3,0.65625,22,13,23,0.132350449076428,0
"65-70%",199,3,0.65625,22,14,18,0.140918160148177,1
"65-70%",199,3,0.65625,22,15,21,0.132350449076428,0
"65-70%",199,3,0.65625,23,1,23,0.186557423756395,1
"65-70%",199,3,0.65625,23,2,17,0.192325526551951,1
"65-70%",199,3,0.65625,23,3,23,0.190815613572751,1
"65-70%",199,3,0.65625,23,4,23,0.192325526551951,1
"65-70%",199,3,0.65625,23,5,24,0.186557423756395,2
"65-70%",199,3,0.65625,23,6,27,0.190815613572751,2
"65-70%",199,3,0.65625,23,7,22,0.186557423756395,1
"65-70%",199,3,0.65625,23,8,24,0.186557423756395,1
"65-70%",199,3,0.65625,23,9,24,0.186557423756395,2
"65-70%",199,3,0.65625,23,10,19,0.186557423756395,0
"65-70%",199,3,0.65625,23,11,22,0.186557423756395,1
"65-70%",199,3,0.65625,23,12,23,0.190815613572751,2
"65-70%",199,3,0.65625,23,13,24,0.173297114281706,0
"65-70%",199,3,0.65625,23,14,23,0.186557423756395,1
"65-70%",199,3,0.65625,23,15,23,0.190815613572751,1
"65-70%",199,3,0.65625,24,1,23,0.250819299517356,0
"65-70%",199,3,0.65625,24,2,23,0.247904218718364,0
"65-70%",199,3,0.65625,24,3,24,0.250819299517356,1
"65-70%",199,3,0.65625,24,4,24,0.250819299517356,2
"65-70%",199,3,0.65625,24,5,23,0.250819299517356,0
"65-70%",199,3,0.65625,24,6,25,0.250819299517356,2
"65-70%",199,3,0.65625,24,7,24,0.247904218718364,1
"65-70%",199,3,0.65625,24,8,23,0.247904218718364,1
"65-70%",199,3,0.65625,24,9,25,0.242778573739428,1
"65-70%",199,3,0.65625,24,10,24,0.250819299517356,2
"65-70%",199,3,0.65625,24,11,24,0.247904218718364,1
"65-70%",199,3,0.65625,24,12,16,0.250819299517356,0
"65-70%",199,3,0.65625,24,13,16,0.250819299517356,0
"65-70%",199,3,0.65625,24,14,25,0.242778573739428,1
"65-70%",199,3,0.65625,24,15,23,0.247904218718364,1
"65-70%",199,3,0.65625,25,1,26,0.303016591638773,1
"65-70%",199,3,0.65625,25,2,24,0.312403801837125,1
"65-70%",199,3,0.65625,25,3,26,0.312403801837125,2
"65-70%",199,3,0.65625,25,4,25,0.312403801837125,2
"65-70%",199,3,0.65625,25,5,25,0.307179467769822,0
"65-70%",199,3,0.65625,25,6,25,0.307179467769822,0
"65-70%",199,3,0.65625,25,7,24,0.317925870422614,1
"65-70%",199,3,0.65625,25,8,28,0.312403801837125,2
"65-70%",199,3,0.65625,25,9,25,0.316431292324597,1
"65-70%",199,3,0.65625,25,10,25,0.312403801837125,2
"65-70%",199,3,0.65625,25,11,24,0.312403801837125,1
"65-70%",199,3,0.65625,25,12,25,0.317925870422614,2
"65-70%",199,3,0.65625,25,13,25,0.317925870422614,2
"65-70%",199,3,0.65625,25,14,25,0.317925870422614,1
"65-70%",199,3,0.65625,25,15,25,0.317925870422614,1
"65-70%",199,3,0.65625,26,1,25,0.384757591163285,0
"65-70%",199,3,0.65625,26,2,26,0.384757591163285,2
"65-70%",199,3,0.65625,26,3,26,0.392120764420587,1
"65-70%",199,3,0.65625,26,4,28,0.392120764420587,2
"65-70%",199,3,0.65625,26,5,27,0.381029478840382,1
"65-70%",199,3,0.65625,26,6,19,0.392120764420587,1
"65-70%",199,3,0.65625,26,7,26,0.384757591163285,1
"65-70%",199,3,0.65625,26,8,25,0.392120764420587,1
"65-70%",199,3,0.65625,26,9,26,0.384757591163285,1
"65-70%",199,3,0.65625,26,10,25,0.392120764420587,1
"65-70%",199,3,0.65625,26,11,26,0.392120764420587,1
"65-70%",199,3,0.65625,26,12,27,0.384757591163285,1
"65-70%",199,3,0.65625,26,13,26,0.380759179311131,1
"65-70%",199,3,0.65625,26,14,27,0.380759179311131,1
"65-70%",199,3,0.65625,26,15,28,0.392120764420587,2
"65-70%",199,3,0.65625,27,1,29,0.465165938335106,2
"65-70%",199,3,0.65625,27,2,27,0.473450890764405,1
"65-70%",199,3,0.65625,27,3,27,0.465165938335106,1
"65-70%",199,3,0.65625,27,4,28,0.469711774438038,2
"65-70%",199,3,0.65625,27,5,27,0.465755680209981,2
"65-70%",199,3,0.65625,27,6,29,0.465165938335106,1
"65-70%",199,3,0.65625,27,7,27,0.469711774438038,2
"65-70%",199,3,0.65625,27,8,27,0.469711774438038,1
"65-70%",199,3,0.65625,27,9,27,0.473450890764405,1
"65-70%",199,3,0.65625,27,10,27,0.473450890764405,1
"65-70%",199,3,0.65625,27,11,26,0.465755680209981,1
"65-70%",199,3,0.65625,27,12,27,0.469711774438038,2
"65-70%",199,3,0.65625,27,13,26,0.474926300260941,1
"65-70%",199,3,0.65625,27,14,27,0.465755680209981,2
"65-70%",199,3,0.65625,27,15,26,0.469711774438038,1
"65-70%",199,3,0.65625,28,1,28,0.56482255485787,2
"65-70%",199,3,0.65625,28,2,28,0.556712877598744,2
"65-70%",199,3,0.65625,28,3,28,0.562099305007869,1
"65-70%",199,3,0.65625,28,4,28,0.562099305007869,2
"65-70%",199,3,0.65625,28,5,28,0.562099305007869,2
"65-70%",199,3,0.65625,28,6,27,0.558287501348,0
"65-70%",199,3,0.65625,28,7,27,0.56482255485787,1
"65-70%",199,3,0.65625,28,8,27,0.56482255485787,1
"65-70%",199,3,0.65625,28,9,28,0.562099305007869,2
"65-70%",199,3,0.65625,28,10,28,0.562099305007869,2
"65-70%",199,3,0.65625,28,11,30,0.558287501348,2
"65-70%",199,3,0.65625,28,12,28,0.56482255485787,2
"65-70%",199,3,0.65625,28,13,28,0.562099305007869,2
"65-70%",199,3,0.65625,28,14,30,0.558287501348,2
"65-70%",199,3,0.65625,28,15,28,0.556712877598744,1
"65-70%",199,3,0.65625,29,1,30,0.658481341559134,2
"65-70%",199,3,0.65625,29,2,29,0.656047135138171,1
"65-70%",199,3,0.65625,29,3,29,0.659745154370705,2
"65-70%",199,3,0.65625,29,4,29,0.658481341559134,2
"65-70%",199,3,0.65625,29,5,28,0.658481341559134,1
"65-70%",199,3,0.65625,29,6,29,0.658481341559134,2
"65-70%",199,3,0.65625,29,7,29,0.658481341559134,2
"65-70%",199,3,0.65625,29,8,29,0.656047135138171,2
"65-70%",199,3,0.65625,29,9,30,0.658481341559134,2
"65-70%",199,3,0.65625,29,10,29,0.658481341559134,1
"65-70%",199,3,0.65625,29,11,30,0.661874408892175,2
"65-70%",199,3,0.65625,29,12,30,0.656047135138171,2
"65-70%",199,3,0.65625,29,13,30,0.656047135138171,2
"65-70%",199,3,0.65625,29,14,30,0.661874408892175,2
"65-70%",199,3,0.65625,29,15,29,0.656047135138171,1
"65-70%",199,3,0.65625,30,1,31,0.764658157393197,2
"65-70%",199,3,0.65625,30,2,30,0.763368304293571,2
"65-70%",199,3,0.65625,30,3,30,0.766326111096047,2
"65-70%",199,3,0.65625,30,4,30,0.763368304293571,1
"65-70%",199,3,0.65625,30,5,30,0.763368304293571,2
"65-70%",199,3,0.65625,30,6,30,0.763368304293571,2
"65-70%",199,3,0.65625,30,7,30,0.763368304293571,1
"65-70%",199,3,0.65625,30,8,30,0.763368304293571,2
"65-70%",199,3,0.65625,30,9,29,0.763368304293571,0
"65-70%",199,3,0.65625,30,10,30,0.763368304293571,2
"65-70%",199,3,0.65625,30,11,29,0.763368304293571,1
"65-70%",199,3,0.65625,30,12,31,0.763368304293571,2
"65-70%",199,3,0.65625,30,13,30,0.763368304293571,2
"65-70%",199,3,0.65625,30,14,30,0.763368304293571,2
"65-70%",199,3,0.65625,30,15,30,0.766326111096047,2
"65-70%",199,3,0.65625,31,1,31,0.878712503200412,2
"65-70%",199,3,0.65625,31,2,32,0.878712503200412,2
"65-70%",199,3,0.65625,31,3,31,0.878053832554393,2
"65-70%",199,3,0.65625,31,4,31,0.878053832554393,2
"65-70%",199,3,0.65625,31,5,31,0.878712503200412,2
"65-70%",199,3,0.65625,31,6,31,0.878712503200412,2
"65-70%",199,3,0.65625,31,7,31,0.878712503200412,2
"65-70%",199,3,0.65625,31,8,31,0.878053832554393,2
"65-70%",199,3,0.65625,31,9,31,0.878712503200412,2
"65-70%",199,3,0.65625,31,10,32,0.878712503200412,2
"65-70%",199,3,0.65625,31,11,31,0.878712503200412,2
"65-70%",199,3,0.65625,31,12,31,0.878053832554393,1
"65-70%",199,3,0.65625,31,13,31,0.878712503200412,2
"65-70%",199,3,0.65625,31,14,31,0.878712503200412,2
"65-70%",199,3,0.65625,31,15,30,0.878712503200412,1
"65-70%",199,3,0.65625,32,1,32,1,2
"65-70%",199,3,0.65625,32,2,32,1,2
"65-70%",199,3,0.65625,32,3,32,1,2
"65-70%",199,3,0.65625,32,4,32,1,2
"65-70%",199,3,0.65625,32,5,32,1,2
"65-70%",199,3,0.65625,32,6,32,1,2
"65-70%",199,3,0.65625,32,7,32,1,2
"65-70%",199,3,0.65625,32,8,32,1,2
"65-70%",199,3,0.65625,32,9,32,1,2
"65-70%",199,3,0.65625,32,10,32,1,2
"65-70%",199,3,0.65625,32,11,32,1,2
"65-70%",199,3,0.65625,32,12,32,1,2
"65-70%",199,3,0.65625,32,13,32,1,2
"65-70%",199,3,0.65625,32,14,32,1,2
"65-70%",199,3,0.65625,32,15,32,1,2
"40-45%",200,12,0.4375,1,1,31,0.878959221353742,1
"40-45%",200,12,0.4375,1,2,31,0.879007552414904,1
"40-45%",200,12,0.4375,1,3,31,0.878959221353742,2
"40-45%",200,12,0.4375,1,4,31,0.879007552414904,2
"40-45%",200,12,0.4375,1,5,31,0.878959221353742,1
"40-45%",200,12,0.4375,1,6,31,0.878959221353742,1
"40-45%",200,12,0.4375,1,7,31,0.878959221353742,1
"40-45%",200,12,0.4375,1,8,31,0.879007552414904,2
"40-45%",200,12,0.4375,1,9,31,0.879007552414904,2
"40-45%",200,12,0.4375,1,10,31,0.879007552414904,2
"40-45%",200,12,0.4375,1,11,31,0.879007552414904,2
"40-45%",200,12,0.4375,1,12,31,0.879007552414904,2
"40-45%",200,12,0.4375,1,13,31,0.878959221353742,1
"40-45%",200,12,0.4375,1,14,31,0.879007552414904,2
"40-45%",200,12,0.4375,1,15,31,0.879007552414904,1
"40-45%",200,12,0.4375,2,1,17,0.765718477199542,0
"40-45%",200,12,0.4375,2,2,30,0.766239821968634,2
"40-45%",200,12,0.4375,2,3,30,0.765567765567766,1
"40-45%",200,12,0.4375,2,4,29,0.765567765567766,1
"40-45%",200,12,0.4375,2,5,30,0.765567765567766,1
"40-45%",200,12,0.4375,2,6,16,0.765718477199542,0
"40-45%",200,12,0.4375,2,7,30,0.765567765567766,1
"40-45%",200,12,0.4375,2,8,30,0.765567765567766,1
"40-45%",200,12,0.4375,2,9,16,0.765718477199542,0
"40-45%",200,12,0.4375,2,10,30,0.765567765567766,1
"40-45%",200,12,0.4375,2,11,17,0.765718477199542,0
"40-45%",200,12,0.4375,2,12,30,0.765567765567766,1
"40-45%",200,12,0.4375,2,13,16,0.765718477199542,0
"40-45%",200,12,0.4375,2,14,30,0.765567765567766,1
"40-45%",200,12,0.4375,2,15,30,0.765567765567766,1
"40-45%",200,12,0.4375,3,1,15,0.660180844429524,0
"40-45%",200,12,0.4375,3,2,28,0.660180844429524,1
"40-45%",200,12,0.4375,3,3,29,0.660180844429524,1
"40-45%",200,12,0.4375,3,4,29,0.660180844429524,1
"40-45%",200,12,0.4375,3,5,29,0.660095519348751,1
"40-45%",200,12,0.4375,3,6,16,0.660180844429524,0
"40-45%",200,12,0.4375,3,7,29,0.660180844429524,1
"40-45%",200,12,0.4375,3,8,29,0.660095519348751,1
"40-45%",200,12,0.4375,3,9,29,0.660095519348751,2
"40-45%",200,12,0.4375,3,10,28,0.660180844429524,0
"40-45%",200,12,0.4375,3,11,15,0.660180844429524,0
"40-45%",200,12,0.4375,3,12,29,0.660180844429524,1
"40-45%",200,12,0.4375,3,13,16,0.660180844429524,0
"40-45%",200,12,0.4375,3,14,28,0.660180844429524,0
"40-45%",200,12,0.4375,3,15,15,0.660180844429524,0
"40-45%",200,12,0.4375,4,1,28,0.562692078712598,1
"40-45%",200,12,0.4375,4,2,28,0.562393162393162,1
"40-45%",200,12,0.4375,4,3,28,0.562393162393162,1
"40-45%",200,12,0.4375,4,4,14,0.562393162393162,0
"40-45%",200,12,0.4375,4,5,28,0.565995478775862,2
"40-45%",200,12,0.4375,4,6,28,0.565995478775862,1
"40-45%",200,12,0.4375,4,7,28,0.562692078712598,1
"40-45%",200,12,0.4375,4,8,27,0.562393162393162,1
"40-45%",200,12,0.4375,4,9,15,0.562568677126195,0
"40-45%",200,12,0.4375,4,10,28,0.562692078712598,1
"40-45%",200,12,0.4375,4,11,15,0.562568677126195,0
"40-45%",200,12,0.4375,4,12,16,0.562568677126195,0
"40-45%",200,12,0.4375,4,13,15,0.562568677126195,0
"40-45%",200,12,0.4375,4,14,16,0.562568677126195,0
"40-45%",200,12,0.4375,4,15,28,0.562692078712598,1
"40-45%",200,12,0.4375,5,1,26,0.473450890764405,0
"40-45%",200,12,0.4375,5,2,27,0.472656521351623,1
"40-45%",200,12,0.4375,5,3,15,0.472656521351623,0
"40-45%",200,12,0.4375,5,4,16,0.472456633863476,0
"40-45%",200,12,0.4375,5,5,17,0.472656521351623,1
"40-45%",200,12,0.4375,5,6,27,0.473450890764405,1
"40-45%",200,12,0.4375,5,7,27,0.472456633863476,1
"40-45%",200,12,0.4375,5,8,26,0.472456633863476,0
"40-45%",200,12,0.4375,5,9,27,0.473450890764405,1
"40-45%",200,12,0.4375,5,10,14,0.472656521351623,0
"40-45%",200,12,0.4375,5,11,27,0.472456633863476,1
"40-45%",200,12,0.4375,5,12,26,0.472656521351623,0
"40-45%",200,12,0.4375,5,13,27,0.472656521351623,1
"40-45%",200,12,0.4375,5,14,27,0.472656521351623,1
"40-45%",200,12,0.4375,5,15,26,0.472656521351623,0
"40-45%",200,12,0.4375,6,1,14,0.39047619047619,0
"40-45%",200,12,0.4375,6,2,26,0.390672692448746,1
"40-45%",200,12,0.4375,6,3,26,0.39047619047619,1
"40-45%",200,12,0.4375,6,4,14,0.39047619047619,0
"40-45%",200,12,0.4375,6,5,14,0.390672692448746,0
"40-45%",200,12,0.4375,6,6,26,0.390459372880568,1
"40-45%",200,12,0.4375,6,7,26,0.39047619047619,1
"40-45%",200,12,0.4375,6,8,26,0.390459372880568,1
"40-45%",200,12,0.4375,6,9,26,0.39047619047619,1
"40-45%",200,12,0.4375,6,10,25,0.390459372880568,0
"40-45%",200,12,0.4375,6,11,14,0.390672692448746,0
"40-45%",200,12,0.4375,6,12,26,0.39047619047619,1
"40-45%",200,12,0.4375,6,13,26,0.39047619047619,1
"40-45%",200,12,0.4375,6,14,26,0.392374207726535,1
"40-45%",200,12,0.4375,6,15,25,0.390459372880568,0
"40-45%",200,12,0.4375,7,1,25,0.316386252120039,1
"40-45%",200,12,0.4375,7,2,25,0.316386252120039,1
"40-45%",200,12,0.4375,7,3,25,0.316386252120039,1
"40-45%",200,12,0.4375,7,4,24,0.316386252120039,0
"40-45%",200,12,0.4375,7,5,24,0.316090895959081,1
"40-45%",200,12,0.4375,7,6,25,0.316090895959081,1
"40-45%",200,12,0.4375,7,7,24,0.316386252120039,0
"40-45%",200,12,0.4375,7,8,24,0.316090895959081,0
"40-45%",200,12,0.4375,7,9,25,0.316090895959081,1
"40-45%",200,12,0.4375,7,10,25,0.316386252120039,1
"40-45%",200,12,0.4375,7,11,25,0.316090895959081,1
"40-45%",200,12,0.4375,7,12,25,0.316386252120039,1
"40-45%",200,12,0.4375,7,13,25,0.316090895959081,1
"40-45%",200,12,0.4375,7,14,13,0.316386252120039,0
"40-45%",200,12,0.4375,7,15,25,0.319358443169055,1
"40-45%",200,12,0.4375,8,1,24,0.250030523167198,1
"40-45%",200,12,0.4375,8,2,24,0.24981684981685,1
"40-45%",200,12,0.4375,8,3,16,0.24981684981685,1
"40-45%",200,12,0.4375,8,4,16,0.24981684981685,0
"40-45%",200,12,0.4375,8,5,23,0.24981684981685,0
"40-45%",200,12,0.4375,8,6,24,0.24981684981685,1
"40-45%",200,12,0.4375,8,7,24,0.24981684981685,1
"40-45%",200,12,0.4375,8,8,24,0.249541704472544,1
"40-45%",200,12,0.4375,8,9,24,0.24981684981685,1
"40-45%",200,12,0.4375,8,10,24,0.24981684981685,2
"40-45%",200,12,0.4375,8,11,15,0.24981684981685,0
"40-45%",200,12,0.4375,8,12,14,0.250030523167198,0
"40-45%",200,12,0.4375,8,13,24,0.250320440504357,1
"40-45%",200,12,0.4375,8,14,24,0.249541704472544,1
"40-45%",200,12,0.4375,8,15,13,0.24981684981685,0
"40-45%",200,12,0.4375,9,1,22,0.190998305635564,0
"40-45%",200,12,0.4375,9,2,16,0.190815613572751,0
"40-45%",200,12,0.4375,9,3,22,0.191370036734772,0
"40-45%",200,12,0.4375,9,4,22,0.190815613572751,0
"40-45%",200,12,0.4375,9,5,23,0.191370036734772,1
"40-45%",200,12,0.4375,9,6,22,0.191370036734772,0
"40-45%",200,12,0.4375,9,7,22,0.190998305635564,0
"40-45%",200,12,0.4375,9,8,23,0.191370036734772,1
"40-45%",200,12,0.4375,9,9,22,0.190998305635564,0
"40-45%",200,12,0.4375,9,10,12,0.191370036734772,0
"40-45%",200,12,0.4375,9,11,23,0.190998305635564,1
"40-45%",200,12,0.4375,9,12,13,0.191370036734772,0
"40-45%",200,12,0.4375,9,13,23,0.191370036734772,1
"40-45%",200,12,0.4375,9,14,13,0.191370036734772,0
"40-45%",200,12,0.4375,9,15,13,0.191370036734772,0
"40-45%",200,12,0.4375,10,1,21,0.14041514041514,0
"40-45%",200,12,0.4375,10,2,22,0.14041514041514,1
"40-45%",200,12,0.4375,10,3,21,0.140642169281549,0
"40-45%",200,12,0.4375,10,4,21,0.14041514041514,0
"40-45%",200,12,0.4375,10,5,12,0.140642169281549,0
"40-45%",200,12,0.4375,10,6,21,0.14041514041514,0
"40-45%",200,12,0.4375,10,7,21,0.14041514041514,0
"40-45%",200,12,0.4375,10,8,22,0.140642169281549,1
"40-45%",200,12,0.4375,10,9,22,0.14041514041514,1
"40-45%",200,12,0.4375,10,10,12,0.140642169281549,0
"40-45%",200,12,0.4375,10,11,21,0.14041514041514,0
"40-45%",200,12,0.4375,10,12,22,0.139939073488524,1
"40-45%",200,12,0.4375,10,13,15,0.14041514041514,0
"40-45%",200,12,0.4375,10,14,22,0.14041514041514,1
"40-45%",200,12,0.4375,10,15,22,0.139939073488524,1
"40-45%",200,12,0.4375,11,1,21,0.097178862892927,1
"40-45%",200,12,0.4375,11,2,20,0.097178862892927,0
"40-45%",200,12,0.4375,11,3,15,0.0976078751958214,0
"40-45%",200,12,0.4375,11,4,20,0.0976078751958214,0
"40-45%",200,12,0.4375,11,5,11,0.0976078751958214,0
"40-45%",200,12,0.4375,11,6,20,0.097178862892927,0
"40-45%",200,12,0.4375,11,7,21,0.097178862892927,1
"40-45%",200,12,0.4375,11,8,21,0.097178862892927,1
"40-45%",200,12,0.4375,11,9,13,0.097178862892927,0
"40-45%",200,12,0.4375,11,10,12,0.0976078751958214,0
"40-45%",200,12,0.4375,11,11,21,0.097178862892927,1
"40-45%",200,12,0.4375,11,12,13,0.0976078751958214,1
"40-45%",200,12,0.4375,11,13,20,0.097178862892927,0
"40-45%",200,12,0.4375,11,14,11,0.0976078751958214,0
"40-45%",200,12,0.4375,11,15,15,0.0966038545088662,0
"40-45%",200,12,0.4375,12,1,19,0.0622710622710623,0
"40-45%",200,12,0.4375,12,2,19,0.0625076307917994,0
"40-45%",200,12,0.4375,12,3,19,0.0625076307917994,0
"40-45%",200,12,0.4375,12,4,14,0.0622710622710623,0
"40-45%",200,12,0.4375,12,5,20,0.0622710622710623,1
"40-45%",200,12,0.4375,12,6,20,0.0625076307917994,1
